LOCATIONID,LAT,LON,POLICE_DISTRICT,DISTRICT
10658,42.29,-71.16,E5,West Roxbury
10659,,,E18,Hyde Park
10660,42.36,-71.06,A1,Downtown?
10661,42.29,-71.06,C11,Dorchester
10662,42.32,-71.06,C11,Dorchester
10663,42.39,-71.07,A15,Charlestown
10664,42.35,-71.06,A1,Downtown?
10665,42.38,-71.03,A7,East Boston
10666,42.34,-71.05,C6,South Boston
10667,42.38,-71.03,A7,East Boston
10668,42.29,-71.06,C11,Dorchester
10669,42.36,-71.06,A1,Downtown?
10670,42.34,-71.05,C6,South Boston
10671,42.25,-71.13,E18,Hyde Park
10672,42.29,-71.09,B3,Mattapan
10673,42.32,-71.1,B2,Roxbury
10674,42.29,-71.05,C11,Dorchester
10675,42.35,-71.17,D14,Brighton
10676,42.26,-71.12,E18,Hyde Park
10677,42.26,-71.12,E18,Hyde Park
10678,42.33,-71.05,C6,South Boston
10679,42.34,-71.04,C6,South Boston
10680,42.28,-71.13,E5,West Roxbury
10681,42.3,-71.08,B3,Mattapan
10682,42.28,-71.05,C11,Dorchester
10683,42.34,-71.08,D4,South End
10684,42.29,-71.13,E5,West Roxbury
10685,42.28,-71.15,E5,West Roxbury
10686,42.32,-71.08,B2,Roxbury
10687,42.33,-71.04,C6,South Boston
10688,42.33,-71.04,C6,South Boston
10689,42.35,-71.16,D14,Brighton
10690,42.27,-71.16,E5,West Roxbury
10691,42.32,-71.07,B2,Roxbury
10692,42.38,-71.06,A15,Charlestown
10693,42.32,-71.1,E13,Jamaica Plain
10694,42.31,-71.08,B2,Roxbury
10695,42.34,-71.04,C6,South Boston
10696,42.29,-71.11,E18,Hyde Park
10697,42.36,-71.14,D14,Brighton
10698,42.32,-71.06,C11,Dorchester
10699,42.34,-71.15,D14,Brighton
10700,42.29,-71.1,E13,Jamaica Plain
10701,42.38,-71.06,A15,Charlestown
10702,42.29,-71.13,E5,West Roxbury
10703,42.38,-71.06,A15,Charlestown
10704,42.35,-71.13,D14,Brighton
10705,42.3,-71.12,E13,Jamaica Plain
10706,42.34,-71.07,D4,South End
10707,42.32,-71.1,E13,Jamaica Plain
10708,42.35,-71.15,D14,Brighton
10709,42.33,-71.08,B2,Roxbury
10710,42.34,-71.17,D14,Brighton
10711,42.32,-71.12,E13,Jamaica Plain
10712,42.29,-71.09,B3,Mattapan
10713,42.29,-71.08,B3,Mattapan
10714,,,A1,Downtown?
10715,42.33,-71.07,B2,Roxbury
10716,42.33,-71.04,C6,South Boston
10717,42.36,-71.15,D14,Brighton
10718,42.37,-71.04,A7,East Boston
10719,,,A1,Downtown?
10720,42.31,-71.1,E13,Jamaica Plain
10721,,,A1,Downtown?
10722,42.29,-71.05,C11,Dorchester
10723,42.34,-71.16,D14,Brighton
10724,42.28,-71.1,B3,Mattapan
10725,42.29,-71.12,E18,Hyde Park
10726,42.3,-71.08,B3,Mattapan
10727,42.29,-71.12,E5,West Roxbury
10728,42.27,-71.13,E5,West Roxbury
10729,42.29,-71.06,C11,Dorchester
10730,42.32,-71.04,C6,South Boston
10731,42.25,-71.14,E18,Hyde Park
10732,42.3,-71.07,B3,Mattapan
10733,42.25,-71.13,E18,Hyde Park
10734,-1.0,-1.0,,
10735,42.31,-71.1,E13,Jamaica Plain
10736,42.34,-71.05,C6,South Boston
10737,42.34,-71.03,C6,South Boston
10738,42.31,-71.07,C11,Dorchester
10739,42.3,-71.08,B3,Mattapan
10740,42.38,-71.07,A15,Charlestown
10741,42.35,-71.17,D14,Brighton
10742,-1.0,-1.0,,
10743,42.32,-71.07,B2,Roxbury
10744,-1.0,-1.0,,
10745,42.35,-71.16,D14,Brighton
10746,42.24,-71.12,E18,Hyde Park
10747,42.33,-71.11,E13,Jamaica Plain
10748,,,A15,Charlestown
10749,42.37,-71.06,A15,Charlestown
10750,42.29,-71.06,C11,Dorchester
10751,42.29,-71.12,E13,Jamaica Plain
10752,42.3,-71.07,C11,Dorchester
10753,,,A7,East Boston
10754,,,,
10755,42.38,-71.06,A15,Charlestown
10756,42.29,-71.1,B3,Mattapan
10757,42.33,-71.1,B2,Roxbury
10758,42.38,-71.02,A7,East Boston
10759,42.24,-71.14,E18,Hyde Park
10760,42.29,-71.06,C11,Dorchester
10761,42.28,-71.14,E5,West Roxbury
10762,42.32,-71.11,E13,Jamaica Plain
10763,42.36,-71.07,A1,Downtown?
10764,42.36,-71.05,A1,Downtown?
10765,42.32,-71.07,B2,Roxbury
10766,,,E18,Hyde Park
10767,42.35,-71.05,C6,South Boston
10768,,,C11,Dorchester
10769,42.3,-71.09,B3,Mattapan
10770,42.29,-71.16,E5,West Roxbury
10771,42.33,-71.06,C6,South Boston
10772,42.26,-71.15,E5,West Roxbury
10773,42.31,-71.07,C11,Dorchester
10774,42.35,-71.1,D4,South End
10775,42.31,-71.11,E13,Jamaica Plain
10776,42.35,-71.14,D14,Brighton
10777,42.34,-71.05,C6,South Boston
10778,42.29,-71.07,B3,Mattapan
10779,42.32,-71.07,B2,Roxbury
10780,42.29,-71.07,C11,Dorchester
10781,42.36,-71.12,D14,Brighton
10782,42.35,-71.07,A1,Downtown?
10783,42.37,-71.02,A7,East Boston
10784,42.38,-71.06,A15,Charlestown
10785,42.31,-71.1,E13,Jamaica Plain
10786,42.35,-71.17,D14,Brighton
10787,,,C6,South Boston
10788,42.29,-71.09,B3,Mattapan
10789,42.29,-71.07,C11,Dorchester
10790,42.33,-71.11,B2,Roxbury
10791,42.35,-71.05,C6,South Boston
10792,42.33,-71.11,B2,Roxbury
10793,42.38,-71.03,A7,East Boston
10794,42.36,-71.14,D14,Brighton
10795,42.39,-71.01,A7,East Boston
10796,42.29,-71.05,C11,Dorchester
10797,42.29,-71.12,E5,West Roxbury
10798,42.35,-71.09,D4,South End
10799,42.27,-71.1,E18,Hyde Park
10800,42.3,-71.07,C11,Dorchester
10801,42.29,-71.11,E13,Jamaica Plain
10802,42.32,-71.06,C11,Dorchester
10803,-1.0,-1.0,,
10804,42.32,-71.05,C6,South Boston
10805,42.29,-71.05,C11,Dorchester
10806,42.28,-71.08,B3,Mattapan
10807,42.27,-71.11,,
10808,42.36,-71.07,A1,Downtown?
10809,42.29,-71.11,E18,Hyde Park
10810,42.28,-71.15,E5,West Roxbury
10811,42.32,-71.06,C6,South Boston
10812,42.32,-71.07,B2,Roxbury
10813,42.3,-71.07,C11,Dorchester
10814,42.34,-71.05,C6,South Boston
10815,42.36,-71.06,A1,Downtown?
10816,42.3,-71.13,,
10817,-1.0,-1.0,,
10818,42.27,-71.1,B3,Mattapan
10819,42.28,-71.09,B3,Mattapan
10820,42.28,-71.16,E5,West Roxbury
10821,42.28,-71.14,E5,West Roxbury
10822,42.35,-71.14,D14,Brighton
10823,42.28,-71.09,B3,Mattapan
10824,,,C6,South Boston
10825,-1.0,-1.0,,
10826,42.35,-71.17,D14,Brighton
10827,42.34,-71.15,D14,Brighton
10828,42.28,-71.06,C11,Dorchester
10829,42.25,-71.11,E18,Hyde Park
10830,42.34,-71.17,D14,Brighton
10831,42.29,-71.08,B3,Mattapan
10832,42.24,-71.14,E18,Hyde Park
10833,42.28,-71.07,B3,Mattapan
10834,42.33,-71.09,B2,Roxbury
10835,42.33,-71.15,D14,Brighton
10836,42.34,-71.15,D14,Brighton
10837,42.35,-71.1,D4,South End
10838,42.28,-71.07,C11,Dorchester
10839,,,E13,Jamaica Plain
10840,42.35,-71.16,D14,Brighton
10841,42.35,-71.06,A1,Downtown?
10842,,,E18,Hyde Park
10843,42.29,-71.12,E18,Hyde Park
10844,42.29,-71.13,E5,West Roxbury
10845,42.35,-71.12,D14,Brighton
10846,42.33,-71.08,B2,Roxbury
10847,42.34,-71.05,C6,South Boston
10848,42.27,-71.09,B3,Mattapan
10849,42.34,-71.05,C6,South Boston
10850,,,,
10851,42.3,-71.07,C11,Dorchester
10852,42.34,-71.15,D14,Brighton
10853,42.34,-71.06,C6,South Boston
10854,42.34,-71.08,D4,South End
10855,42.31,-71.11,E13,Jamaica Plain
10856,42.32,-71.06,C11,Dorchester
10857,42.35,-71.13,D14,Brighton
10858,42.34,-71.14,D14,Brighton
10859,42.35,-71.05,A1,Downtown?
10860,42.33,-71.04,C6,South Boston
10861,,,B3,Mattapan
10862,,,A15,Charlestown
10863,,,C11,Dorchester
10864,42.33,-71.1,B2,Roxbury
10865,42.28,-71.16,E5,West Roxbury
10866,42.33,-71.04,C6,South Boston
10867,42.35,-71.13,D14,Brighton
10868,42.36,-71.06,A1,Downtown?
10869,42.33,-71.07,B2,Roxbury
10870,42.31,-71.1,E13,Jamaica Plain
10871,42.36,-71.07,A1,Downtown?
10872,42.35,-71.06,A1,Downtown?
10873,42.29,-71.16,E5,West Roxbury
10874,42.35,-71.07,A1,Downtown?
10875,42.29,-71.16,E5,West Roxbury
10876,42.38,-71.03,A7,East Boston
10877,42.28,-71.14,E5,West Roxbury
10878,42.34,-71.1,B2,Roxbury
10879,42.26,-71.14,E18,Hyde Park
10880,42.35,-71.06,A1,Downtown?
10881,42.36,-71.06,A1,Downtown?
10882,42.32,-71.08,B2,Roxbury
10883,42.29,-71.05,C11,Dorchester
10884,42.36,-71.13,D14,Brighton
10885,42.38,-71.03,A7,East Boston
10886,42.27,-71.11,E18,Hyde Park
10887,42.38,-71.04,A7,East Boston
10888,42.28,-71.15,E5,West Roxbury
10889,42.36,-71.03,A7,East Boston
10890,,,B2,Roxbury
10891,42.28,-71.16,E5,West Roxbury
10892,42.31,-71.06,C11,Dorchester
10893,42.27,-71.13,E18,Hyde Park
10894,42.28,-71.16,E5,West Roxbury
10895,42.32,-71.06,B2,Roxbury
10896,42.32,-71.06,B2,Roxbury
10897,42.31,-71.05,C11,Dorchester
10898,42.31,-71.08,B2,Roxbury
10899,42.35,-71.15,D14,Brighton
10900,42.37,-71.06,A15,Charlestown
10901,42.38,-71.01,A7,East Boston
10902,42.33,-71.08,B2,Roxbury
10903,42.29,-71.12,E5,West Roxbury
10904,42.28,-71.12,E18,Hyde Park
10905,42.31,-71.06,C11,Dorchester
10906,42.31,-71.05,C11,Dorchester
10907,42.34,-71.15,D14,Brighton
10908,42.33,-71.11,B2,Roxbury
10909,,,E5,West Roxbury
10910,42.35,-71.13,D14,Brighton
10911,42.3,-71.08,C11,Dorchester
10912,42.32,-71.09,B2,Roxbury
10913,42.37,-71.04,A7,East Boston
10914,42.26,-71.13,E18,Hyde Park
10915,42.32,-71.06,C6,South Boston
10916,42.27,-71.12,E18,Hyde Park
10917,42.28,-71.14,E5,West Roxbury
10918,42.33,-71.06,C6,South Boston
10919,42.29,-71.09,B3,Mattapan
10920,42.38,-71.08,A15,Charlestown
10921,,,E5,West Roxbury
10922,,,C6,South Boston
10923,42.34,-71.08,D4,South End
10924,42.37,-71.04,A7,East Boston
10925,42.33,-71.08,B2,Roxbury
10926,42.35,-71.13,D14,Brighton
10927,42.29,-71.06,C11,Dorchester
10928,42.28,-71.15,E5,West Roxbury
10929,42.32,-71.08,B2,Roxbury
10930,42.33,-71.06,C6,South Boston
10931,42.31,-71.07,C11,Dorchester
10932,42.34,-71.07,D4,South End
10933,42.28,-71.16,E5,West Roxbury
10934,42.35,-71.12,D14,Brighton
10935,42.34,-71.08,D4,South End
10936,42.38,-71.02,A7,East Boston
10937,-1.0,-1.0,,
10938,42.26,-71.16,E5,West Roxbury
10939,42.35,-71.15,D14,Brighton
10940,42.32,-71.07,B2,Roxbury
10941,42.31,-71.12,E13,Jamaica Plain
10942,42.27,-71.09,B3,Mattapan
10943,42.28,-71.16,E5,West Roxbury
10944,42.31,-71.13,E13,Jamaica Plain
10945,42.32,-71.1,E13,Jamaica Plain
10946,42.28,-71.07,C11,Dorchester
10947,42.3,-71.12,E13,Jamaica Plain
10948,42.33,-71.06,C6,South Boston
10949,42.25,-71.12,E18,Hyde Park
10950,42.34,-71.04,C6,South Boston
10951,42.34,-71.05,C6,South Boston
10952,42.32,-71.09,B2,Roxbury
10953,42.33,-71.05,C6,South Boston
10954,42.28,-71.15,E5,West Roxbury
10955,42.34,-71.09,D4,South End
10956,42.32,-71.08,B2,Roxbury
10957,,,D4,South End
10958,42.31,-71.12,E13,Jamaica Plain
10959,42.29,-71.15,E5,West Roxbury
10960,42.32,-71.11,E13,Jamaica Plain
10961,42.26,-71.15,E5,West Roxbury
10962,42.38,-71.04,A7,East Boston
10963,42.37,-71.06,A15,Charlestown
10964,42.28,-71.07,C11,Dorchester
10965,42.3,-71.11,E13,Jamaica Plain
10966,,,E13,Jamaica Plain
10967,42.3,-71.13,E13,Jamaica Plain
10968,,,,
10969,42.34,-71.03,C6,South Boston
10970,42.29,-71.12,E18,Hyde Park
10971,,,,
10972,,,A7,East Boston
10973,,,,
10974,-1.0,-1.0,,
10975,42.3,-71.12,E13,Jamaica Plain
10976,42.37,-71.05,A1,Downtown?
10977,,,,
10978,42.29,-71.14,E5,West Roxbury
10979,42.27,-71.15,E5,West Roxbury
10980,,,,
10981,42.35,-71.14,D14,Brighton
10982,42.28,-71.06,C11,Dorchester
10983,42.29,-71.17,E5,West Roxbury
10984,42.27,-71.1,E18,Hyde Park
10985,42.32,-71.09,B2,Roxbury
10986,42.28,-71.07,C11,Dorchester
10987,42.32,-71.08,B2,Roxbury
10988,42.37,-71.04,A7,East Boston
10989,,,C6,South Boston
10990,42.38,-71.04,A7,East Boston
10991,42.35,-71.06,A1,Downtown?
10992,42.34,-71.09,B2,Roxbury
10993,42.27,-71.11,B3,Mattapan
10994,42.28,-71.1,B3,Mattapan
10995,42.33,-71.08,B2,Roxbury
10996,42.29,-71.06,C11,Dorchester
10997,,,C6,South Boston
10998,42.34,-71.09,D4,South End
10999,-1.0,-1.0,,
11000,42.38,-71.07,A15,Charlestown
11001,42.32,-71.09,B2,Roxbury
11002,42.3,-71.12,E13,Jamaica Plain
11003,42.28,-71.13,E5,West Roxbury
11004,42.25,-71.14,E18,Hyde Park
11005,42.34,-71.1,D4,South End
11006,42.29,-71.13,E5,West Roxbury
11007,42.36,-71.05,A1,Downtown?
11008,42.27,-71.15,E5,West Roxbury
11009,42.35,-71.1,D4,South End
11010,42.26,-71.11,E18,Hyde Park
11011,42.31,-71.06,C11,Dorchester
11012,42.36,-71.07,A1,Downtown?
11013,42.35,-71.06,,
11014,42.32,-71.05,C11,Dorchester
11015,42.25,-71.13,E18,Hyde Park
11016,42.33,-71.04,C6,South Boston
11017,42.32,-71.06,C6,South Boston
11018,42.35,-71.15,D14,Brighton
11019,42.35,-71.06,A1,Downtown?
11020,42.3,-71.08,B3,Mattapan
11021,42.33,-71.1,,
11022,42.33,-71.05,C6,South Boston
11023,42.27,-71.08,B3,Mattapan
11024,42.29,-71.14,E5,West Roxbury
11025,42.35,-71.06,A1,Downtown?
11026,42.28,-71.16,E5,West Roxbury
11027,42.37,-71.04,A7,East Boston
11028,42.38,-71.03,A7,East Boston
11029,42.36,-71.06,A1,Downtown?
11030,42.3,-71.08,B3,Mattapan
11031,,,D4,South End
11032,42.32,-71.08,B2,Roxbury
11033,42.26,-71.13,E18,Hyde Park
11034,,,,
11035,42.3,-71.11,E13,Jamaica Plain
11036,42.35,-71.08,D4,South End
11037,42.26,-71.11,E18,Hyde Park
11038,42.34,-71.07,D4,South End
11039,42.33,-71.1,,
11040,42.29,-71.1,B3,Mattapan
11041,42.27,-71.11,E18,Hyde Park
11042,42.35,-71.06,A1,Downtown?
11043,42.33,-71.03,C6,South Boston
11044,42.35,-71.17,D14,Brighton
11045,42.36,-71.17,D14,Brighton
11046,42.34,-71.04,C6,South Boston
11047,42.38,-71.06,A15,Charlestown
11048,42.35,-71.08,D4,South End
11049,42.32,-71.09,B2,Roxbury
11050,42.33,-71.05,E5,West Roxbury
11051,42.29,-71.05,C11,Dorchester
11052,42.34,-71.15,D14,Brighton
11053,,,D14,Brighton
11054,42.38,-71.08,A15,Charlestown
11055,42.3,-71.11,E13,Jamaica Plain
11056,42.32,-71.06,C11,Dorchester
11057,42.35,-71.15,D14,Brighton
11058,42.35,-71.05,C6,South Boston
11059,42.36,-71.06,A1,Downtown?
11060,42.3,-71.11,E13,Jamaica Plain
11061,42.38,-71.07,A15,Charlestown
11062,42.37,-71.06,A1,Downtown?
11063,-1.0,-1.0,,
11064,,,,
11065,42.29,-71.08,B3,Mattapan
11066,42.33,-71.06,C6,South Boston
11067,42.28,-71.15,E5,West Roxbury
11068,42.33,-71.1,B2,Roxbury
11069,42.32,-71.11,E13,Jamaica Plain
11070,42.38,-71.07,A15,Charlestown
11071,42.34,-71.16,D14,Brighton
11072,42.29,-71.07,C11,Dorchester
11073,42.28,-71.13,E5,West Roxbury
11074,42.26,-71.12,E18,Hyde Park
11075,42.28,-71.08,B3,Mattapan
11076,,,D14,Brighton
11077,42.28,-71.05,C11,Dorchester
11078,42.38,-71.04,A7,East Boston
11079,42.29,-71.08,B3,Mattapan
11080,42.28,-71.17,E5,West Roxbury
11081,,,C11,Dorchester
11082,42.29,-71.12,E5,West Roxbury
11083,42.27,-71.09,B3,Mattapan
11084,42.29,-71.07,B3,Mattapan
11085,42.35,-71.14,D14,Brighton
11086,42.35,-71.05,C6,South Boston
11087,42.39,-71.0,A7,East Boston
11088,42.37,-71.06,A15,Charlestown
11089,,,D14,Brighton
11090,42.27,-71.1,B3,Mattapan
11091,42.38,-71.05,A15,Charlestown
11092,42.28,-71.15,E5,West Roxbury
11093,42.27,-71.08,B3,Mattapan
11094,42.35,-71.17,D14,Brighton
11095,42.33,-71.06,C6,South Boston
11096,42.23,-71.13,E18,Hyde Park
11097,42.36,-71.13,D14,Brighton
11098,42.31,-71.1,E13,Jamaica Plain
11099,42.37,-71.03,A7,East Boston
11100,42.26,-71.11,E18,Hyde Park
11101,42.33,-71.04,C6,South Boston
11102,42.3,-71.06,C11,Dorchester
11103,,,E18,Hyde Park
11104,42.36,-71.05,A1,Downtown?
11105,42.34,-71.09,D4,South End
11106,42.26,-71.16,E5,West Roxbury
11107,42.29,-71.05,C11,Dorchester
11108,42.27,-71.12,E18,Hyde Park
11109,42.36,-71.13,D14,Brighton
11110,42.29,-71.08,B3,Mattapan
11111,42.29,-71.12,E5,West Roxbury
11112,42.32,-71.11,E13,Jamaica Plain
11113,42.29,-71.12,E5,West Roxbury
11114,42.33,-71.08,B2,Roxbury
11115,42.34,-71.05,C6,South Boston
11116,42.28,-71.13,E5,West Roxbury
11117,,,A7,East Boston
11118,42.36,-71.06,A1,Downtown?
11119,42.29,-71.06,C11,Dorchester
11120,42.32,-71.05,C11,Dorchester
11121,42.25,-71.15,E18,Hyde Park
11122,42.31,-71.08,B2,Roxbury
11123,42.32,-71.04,C6,South Boston
11124,42.38,-71.06,A15,Charlestown
11125,42.35,-71.15,D14,Brighton
11126,42.36,-71.06,A1,Downtown?
11127,42.36,-71.07,A1,Downtown?
11128,42.27,-71.12,E18,Hyde Park
11129,42.32,-71.08,B2,Roxbury
11130,42.36,-71.13,D14,Brighton
11131,42.32,-71.11,E13,Jamaica Plain
11132,42.36,-71.06,A1,Downtown?
11133,42.29,-71.04,C11,Dorchester
11134,42.32,-71.07,B2,Roxbury
11135,42.24,-71.13,E18,Hyde Park
11136,42.25,-71.14,E18,Hyde Park
11137,42.36,-71.07,A1,Downtown?
11138,42.35,-71.17,D14,Brighton
11139,42.31,-71.11,E13,Jamaica Plain
11140,42.3,-71.11,E13,Jamaica Plain
11141,42.32,-71.1,E13,Jamaica Plain
11142,42.31,-71.11,E13,Jamaica Plain
11143,42.34,-71.15,D14,Brighton
11144,42.28,-71.08,B3,Mattapan
11145,42.35,-71.03,C6,South Boston
11146,42.35,-71.14,D14,Brighton
11147,42.33,-71.1,B2,Roxbury
11148,42.35,-71.06,A1,Downtown?
11149,,,C11,Dorchester
11150,42.34,-71.15,D14,Brighton
11151,42.34,-71.08,D4,South End
11152,42.28,-71.14,E5,West Roxbury
11153,42.35,-71.08,D4,South End
11154,42.28,-71.09,B3,Mattapan
11155,42.29,-71.09,B3,Mattapan
11156,42.28,-71.12,E5,West Roxbury
11157,42.27,-71.11,,
11158,42.29,-71.08,B3,Mattapan
11159,42.29,-71.13,E5,West Roxbury
11160,42.34,-71.1,D4,South End
11161,42.31,-71.08,B2,Roxbury
11162,42.28,-71.13,E5,West Roxbury
11163,42.35,-71.11,D14,Brighton
11164,42.32,-71.07,B2,Roxbury
11165,42.35,-71.08,D4,South End
11166,42.35,-71.06,C11,Dorchester
11167,42.38,-71.07,A15,Charlestown
11168,42.32,-71.07,B2,Roxbury
11169,42.32,-71.11,E13,Jamaica Plain
11170,42.37,-71.06,A15,Charlestown
11171,42.3,-71.11,E13,Jamaica Plain
11172,42.29,-71.15,E5,West Roxbury
11173,42.31,-71.08,B2,Roxbury
11174,42.3,-71.07,C11,Dorchester
11175,42.28,-71.09,B3,Mattapan
11176,42.38,-71.06,A15,Charlestown
11177,42.3,-71.08,B3,Mattapan
11178,42.3,-71.11,E13,Jamaica Plain
11179,42.35,-71.16,D14,Brighton
11180,42.26,-71.13,E18,Hyde Park
11181,42.29,-71.05,C11,Dorchester
11182,42.27,-71.1,E18,Hyde Park
11183,42.27,-71.16,E5,West Roxbury
11184,42.29,-71.12,E18,Hyde Park
11185,42.29,-71.15,E5,West Roxbury
11186,42.33,-71.09,B2,Roxbury
11187,42.37,-71.04,A7,East Boston
11188,42.33,-71.04,C6,South Boston
11189,42.34,-71.07,D4,South End
11190,42.25,-71.11,E18,Hyde Park
11191,42.32,-71.09,E13,Jamaica Plain
11192,42.28,-71.15,E5,West Roxbury
11193,42.32,-71.1,E13,Jamaica Plain
11194,42.31,-71.05,C11,Dorchester
11195,42.28,-71.13,E5,West Roxbury
11196,42.34,-71.1,D4,South End
11197,42.26,-71.11,E18,Hyde Park
11198,42.25,-71.13,E18,Hyde Park
11199,42.32,-71.07,C11,Dorchester
11200,42.34,-71.09,E13,Jamaica Plain
11201,42.35,-71.1,D4,South End
11202,42.33,-71.06,C6,South Boston
11203,42.32,-71.09,B2,Roxbury
11204,42.3,-71.13,E13,Jamaica Plain
11205,42.28,-71.05,C11,Dorchester
11206,42.31,-71.09,B2,Roxbury
11207,42.31,-71.11,E13,Jamaica Plain
11208,42.28,-71.14,E5,West Roxbury
11209,42.32,-71.1,E13,Jamaica Plain
11210,42.32,-71.07,B2,Roxbury
11211,42.32,-71.1,E13,Jamaica Plain
11212,,,D4,South End
11213,42.39,-71.0,A7,East Boston
11214,42.35,-71.15,D14,Brighton
11215,42.31,-71.09,B2,Roxbury
11216,42.29,-71.11,B3,Mattapan
11217,42.37,-71.04,A7,East Boston
11218,42.35,-71.09,D4,South End
11219,42.31,-71.11,E13,Jamaica Plain
11220,42.29,-71.07,C11,Dorchester
11221,42.29,-71.06,C11,Dorchester
11222,42.37,-71.04,A7,East Boston
11223,42.33,-71.1,B2,Roxbury
11224,42.3,-71.08,B3,Mattapan
11225,42.38,-71.06,A15,Charlestown
11226,42.29,-71.14,E5,West Roxbury
11227,42.35,-71.11,D4,South End
11228,42.33,-71.1,B2,Roxbury
11229,42.29,-71.17,E5,West Roxbury
11230,42.29,-71.12,E5,West Roxbury
11231,42.31,-71.1,E13,Jamaica Plain
11232,42.28,-71.14,E5,West Roxbury
11233,42.38,-71.03,A7,East Boston
11234,42.36,-71.13,D14,Brighton
11235,42.36,-71.07,A1,Downtown?
11236,42.35,-71.15,D14,Brighton
11237,,,C11,Dorchester
11238,42.37,-71.06,A1,Downtown?
11239,42.32,-71.04,C6,South Boston
11240,-1.0,-1.0,,
11241,42.35,-71.06,D4,South End
11242,,,E13,Jamaica Plain
11243,42.27,-71.09,B3,Mattapan
11244,42.29,-71.17,E5,West Roxbury
11245,42.29,-71.08,B3,Mattapan
11246,42.31,-71.11,E13,Jamaica Plain
11247,42.25,-71.12,E18,Hyde Park
11248,42.35,-71.15,D14,Brighton
11249,42.3,-71.08,B3,Mattapan
11250,42.29,-71.09,B3,Mattapan
11251,42.33,-71.06,C6,South Boston
11252,42.26,-71.12,E18,Hyde Park
11253,42.3,-71.08,B3,Mattapan
11254,42.3,-71.06,C11,Dorchester
11255,42.31,-71.08,C11,Dorchester
11256,42.3,-71.09,B3,Mattapan
11257,42.31,-71.1,E13,Jamaica Plain
11258,42.35,-71.08,D4,South End
11259,42.35,-71.15,D14,Brighton
11260,42.33,-71.04,C6,South Boston
11261,42.26,-71.13,E18,Hyde Park
11262,42.32,-71.07,B2,Roxbury
11263,,,B2,Roxbury
11264,42.29,-71.05,C11,Dorchester
11265,42.38,-71.07,A15,Charlestown
11266,42.28,-71.15,E5,West Roxbury
11267,42.31,-71.11,E13,Jamaica Plain
11268,42.29,-71.08,B3,Mattapan
11269,42.34,-71.09,D4,South End
11270,42.31,-71.08,B2,Roxbury
11271,42.29,-71.13,E5,West Roxbury
11272,42.38,-71.06,A15,Charlestown
11273,42.35,-71.16,D14,Brighton
11274,42.35,-71.06,A1,Downtown?
11275,42.35,-71.14,D14,Brighton
11276,42.33,-71.04,C6,South Boston
11277,42.39,-71.01,A7,East Boston
11278,42.35,-71.06,A1,Downtown?
11279,42.26,-71.16,E5,West Roxbury
11280,42.31,-71.12,E13,Jamaica Plain
11281,42.3,-71.1,E13,Jamaica Plain
11282,42.28,-71.16,E5,West Roxbury
11283,42.34,-71.06,D4,South End
11284,42.29,-71.12,E13,Jamaica Plain
11285,42.37,-71.03,A7,East Boston
11286,42.32,-71.08,B2,Roxbury
11287,42.36,-71.16,D14,Brighton
11288,42.38,-71.07,A15,Charlestown
11289,42.33,-71.07,B2,Roxbury
11290,42.34,-71.06,C6,South Boston
11291,42.33,-71.08,B2,Roxbury
11292,42.38,-71.03,A7,East Boston
11293,42.35,-71.06,A1,Downtown?
11294,42.32,-71.07,B2,Roxbury
11295,42.28,-71.07,B3,Mattapan
11296,42.32,-71.05,C6,South Boston
11297,42.35,-71.16,D14,Brighton
11298,42.27,-71.1,E18,Hyde Park
11299,42.31,-71.11,E13,Jamaica Plain
11300,42.28,-71.05,C11,Dorchester
11301,42.34,-71.1,B2,Roxbury
11302,42.38,-71.0,A7,East Boston
11303,42.36,-71.06,A1,Downtown?
11304,42.35,-71.17,D14,Brighton
11305,42.29,-71.12,E13,Jamaica Plain
11306,42.25,-71.14,E18,Hyde Park
11307,42.29,-71.09,B3,Mattapan
11308,42.25,-71.13,E18,Hyde Park
11309,42.34,-71.07,D4,South End
11310,-1.0,-1.0,,
11311,42.38,-71.07,A15,Charlestown
11312,42.31,-71.05,C11,Dorchester
11313,42.28,-71.06,C11,Dorchester
11314,42.35,-71.16,D14,Brighton
11315,42.34,-71.14,D14,Brighton
11316,42.32,-71.11,E13,Jamaica Plain
11317,42.33,-71.05,C6,South Boston
11318,42.26,-71.12,E18,Hyde Park
11319,42.27,-71.15,E5,West Roxbury
11320,42.27,-71.07,B3,Mattapan
11321,42.36,-71.05,A1,Downtown?
11322,42.26,-71.12,E18,Hyde Park
11323,42.34,-71.05,C6,South Boston
11324,42.28,-71.06,C11,Dorchester
11325,42.3,-71.06,C11,Dorchester
11326,42.28,-71.13,E5,West Roxbury
11327,42.3,-71.05,C11,Dorchester
11328,42.34,-71.08,D4,South End
11329,42.3,-71.08,B3,Mattapan
11330,42.34,-71.03,C6,South Boston
11331,42.33,-71.05,C6,South Boston
11332,42.31,-71.06,C11,Dorchester
11333,42.31,-71.11,E13,Jamaica Plain
11334,42.26,-71.12,E18,Hyde Park
11335,42.36,-71.15,D14,Brighton
11336,42.38,-71.07,A15,Charlestown
11337,42.32,-71.04,C6,South Boston
11338,42.3,-71.06,C11,Dorchester
11339,42.36,-71.05,A1,Downtown?
11340,42.36,-71.06,A1,Downtown?
