LOCATIONID,LAT,LON,POLICE_DISTRICT,DISTRICT
9975,42.24,-71.14,E18,Hyde Park
9976,42.31,-71.06,C11,Dorchester
9977,42.33,-71.08,B2,Roxbury
9978,42.29,-71.13,E5,West Roxbury
9979,42.28,-71.1,B3,Mattapan
9980,42.3,-71.08,B3,Mattapan
9981,42.36,-71.06,A1,Downtown?
9982,42.33,-71.11,E13,Jamaica Plain
9983,42.28,-71.14,E5,West Roxbury
9984,42.33,-71.1,B2,Roxbury
9985,42.34,-71.02,C6,South Boston
9986,42.29,-71.07,C11,Dorchester
9987,,,B3,Mattapan
9988,42.28,-71.09,B3,Mattapan
9989,42.29,-71.06,C11,Dorchester
9990,42.34,-71.05,C6,South Boston
9991,42.3,-71.08,C11,Dorchester
9992,42.28,-71.08,B3,Mattapan
9993,42.26,-71.16,E5,West Roxbury
9994,42.32,-71.04,C6,South Boston
9995,42.27,-71.11,E18,Hyde Park
9996,42.34,-71.05,C6,South Boston
9997,42.25,-71.11,E18,Hyde Park
9998,42.27,-71.12,E18,Hyde Park
9999,,,B2,Roxbury
10000,,,E18,Hyde Park
10001,42.31,-71.07,B2,Roxbury
10002,42.3,-71.11,E13,Jamaica Plain
10003,42.32,-71.1,E13,Jamaica Plain
10004,,,A15,Charlestown
10005,42.3,-71.07,C11,Dorchester
10006,-1.0,-1.0,,
10007,42.32,-71.07,B2,Roxbury
10008,42.29,-71.07,C11,Dorchester
10009,-1.0,-1.0,,
10010,42.31,-71.11,E13,Jamaica Plain
10011,42.29,-71.13,E5,West Roxbury
10012,42.36,-71.06,A1,Downtown?
10013,42.36,-71.13,D14,Brighton
10014,,,A1,Downtown?
10015,42.31,-71.08,B2,Roxbury
10016,42.34,-71.08,D4,South End
10017,42.35,-71.14,D14,Brighton
10018,42.35,-71.07,A1,Downtown?
10019,42.3,-71.06,C11,Dorchester
10020,42.3,-71.06,C11,Dorchester
10021,42.29,-71.08,B3,Mattapan
10022,42.34,-71.06,C6,South Boston
10023,42.31,-71.07,B2,Roxbury
10024,42.29,-71.06,C11,Dorchester
10025,42.26,-71.16,E5,West Roxbury
10026,42.29,-71.14,E5,West Roxbury
10027,42.33,-71.08,D4,South End
10028,42.33,-71.06,C6,South Boston
10029,42.31,-71.1,E13,Jamaica Plain
10030,42.27,-71.09,B3,Mattapan
10031,42.27,-71.11,E18,Hyde Park
10032,42.36,-71.06,C11,Dorchester
10033,42.34,-71.05,C6,South Boston
10034,42.31,-71.13,E13,Jamaica Plain
10035,42.38,-71.06,A15,Charlestown
10036,42.33,-71.11,B2,Roxbury
10037,42.3,-71.05,C11,Dorchester
10038,,,C6,South Boston
10039,42.31,-71.11,E13,Jamaica Plain
10040,42.32,-71.1,E13,Jamaica Plain
10041,42.35,-71.16,D14,Brighton
10042,42.38,-71.05,A15,Charlestown
10043,42.27,-71.11,E18,Hyde Park
10044,42.28,-71.09,B3,Mattapan
10045,42.32,-71.08,B2,Roxbury
10046,42.32,-71.1,E13,Jamaica Plain
10047,42.27,-71.09,B3,Mattapan
10048,42.38,-71.05,A15,Charlestown
10049,42.34,-71.1,B2,Roxbury
10050,42.38,-71.08,A15,Charlestown
10051,42.36,-71.06,A1,Downtown?
10052,42.36,-71.03,A7,East Boston
10053,42.34,-71.16,D14,Brighton
10054,42.33,-71.09,B2,Roxbury
10055,42.28,-71.07,B3,Mattapan
10056,42.36,-71.07,A1,Downtown?
10057,42.27,-71.08,B3,Mattapan
10058,42.33,-71.09,B2,Roxbury
10059,42.33,-71.06,C6,South Boston
10060,42.35,-71.06,A1,Downtown?
10061,42.35,-71.06,A1,Downtown?
10062,,,E13,Jamaica Plain
10063,42.32,-71.07,B2,Roxbury
10064,42.29,-71.12,E18,Hyde Park
10065,42.34,-71.11,B2,Roxbury
10066,42.25,-71.12,E18,Hyde Park
10067,42.28,-71.15,E5,West Roxbury
10068,,,C11,Dorchester
10069,42.38,-71.03,A7,East Boston
10070,-1.0,-1.0,,
10071,42.35,-71.14,D14,Brighton
10072,42.29,-71.06,C11,Dorchester
10073,42.29,-71.05,C11,Dorchester
10074,42.29,-71.16,E5,West Roxbury
10075,42.3,-71.08,B3,Mattapan
10076,42.3,-71.05,C11,Dorchester
10077,42.36,-71.06,A1,Downtown?
10078,,,D4,South End
10079,42.24,-71.14,E18,Hyde Park
10080,42.28,-71.08,B3,Mattapan
10081,42.28,-71.13,E5,West Roxbury
10082,42.33,-71.08,B2,Roxbury
10083,42.34,-71.08,D4,South End
10084,42.31,-71.06,C11,Dorchester
10085,42.29,-71.07,C11,Dorchester
10086,42.31,-71.12,E13,Jamaica Plain
10087,42.35,-71.09,D4,South End
10088,42.33,-71.1,B2,Roxbury
10089,42.29,-71.13,E5,West Roxbury
10090,42.33,-71.1,B2,Roxbury
10091,42.28,-71.09,B3,Mattapan
10092,42.37,-71.03,A7,East Boston
10093,42.3,-71.08,B2,Roxbury
10094,,,C6,South Boston
10095,42.34,-71.03,C6,South Boston
10096,42.33,-71.08,B2,Roxbury
10097,42.37,-71.04,A7,East Boston
10098,42.36,-71.12,D14,Brighton
10099,42.36,-71.13,D14,Brighton
10100,42.3,-71.11,E13,Jamaica Plain
10101,42.35,-71.08,D4,South End
10102,42.35,-71.1,D4,South End
10103,42.35,-71.06,A1,Downtown?
10104,42.32,-71.11,E13,Jamaica Plain
10105,42.35,-71.15,D14,Brighton
10106,42.3,-71.13,E5,West Roxbury
10107,42.33,-71.09,B2,Roxbury
10108,42.28,-71.12,E5,West Roxbury
10109,42.26,-71.12,E18,Hyde Park
10110,42.28,-71.13,E5,West Roxbury
10111,42.36,-71.06,A1,Downtown?
10112,42.28,-71.08,B3,Mattapan
10113,42.28,-71.06,C11,Dorchester
10114,42.3,-71.08,B3,Mattapan
10115,42.25,-71.12,E18,Hyde Park
10116,42.29,-71.13,E5,West Roxbury
10117,42.34,-71.16,D14,Brighton
10118,42.35,-71.15,D14,Brighton
10119,42.28,-71.08,B3,Mattapan
10120,42.36,-71.07,A1,Downtown?
10121,42.33,-71.04,C6,South Boston
10122,42.35,-71.16,D14,Brighton
10123,42.34,-71.04,C6,South Boston
10124,42.33,-71.04,C6,South Boston
10125,,,C11,Dorchester
10126,42.34,-71.15,D14,Brighton
10127,42.37,-71.04,A7,East Boston
10128,42.28,-71.08,B3,Mattapan
10129,42.33,-71.07,C6,South Boston
10130,42.32,-71.06,C11,Dorchester
10131,42.33,-71.09,B2,Roxbury
10132,42.26,-71.14,E5,West Roxbury
10133,42.37,-71.06,A15,Charlestown
10134,42.29,-71.1,B3,Mattapan
10135,,,A15,Charlestown
10136,42.24,-71.13,E18,Hyde Park
10137,42.35,-71.07,A1,Downtown?
10138,42.35,-71.14,D14,Brighton
10139,,,B2,Roxbury
10140,42.35,-71.16,D14,Brighton
10141,42.28,-71.14,E5,West Roxbury
10142,42.26,-71.1,E18,Hyde Park
10143,42.29,-71.05,C11,Dorchester
10144,42.3,-71.08,B3,Mattapan
10145,42.37,-71.04,A7,East Boston
10146,42.27,-71.11,E18,Hyde Park
10147,42.39,-71.01,A7,East Boston
10148,-1.0,-1.0,,
10149,42.38,-71.03,A7,East Boston
10150,42.35,-71.08,D4,South End
10151,42.34,-71.08,D4,South End
10152,42.28,-71.06,C11,Dorchester
10153,,,B2,Roxbury
10154,42.31,-71.1,E13,Jamaica Plain
10155,42.35,-71.17,D14,Brighton
10156,42.33,-71.05,C6,South Boston
10157,42.34,-71.1,D4,South End
10158,42.34,-71.05,C6,South Boston
10159,42.28,-71.08,B3,Mattapan
10160,42.35,-71.06,A1,Downtown?
10161,42.34,-71.08,D4,South End
10162,42.34,-71.05,C6,South Boston
10163,42.29,-71.11,E13,Jamaica Plain
10164,42.3,-71.07,C11,Dorchester
10165,42.38,-71.07,A15,Charlestown
10166,42.35,-71.17,D14,Brighton
10167,42.25,-71.12,E18,Hyde Park
10168,42.35,-71.05,C6,South Boston
10169,42.38,-71.04,A7,East Boston
10170,,,A1,Downtown?
10171,42.34,-71.15,D14,Brighton
10172,42.33,-71.07,C6,South Boston
10173,42.3,-71.11,E13,Jamaica Plain
10174,42.3,-71.09,B2,Roxbury
10175,42.3,-71.08,B2,Roxbury
10176,42.27,-71.1,E18,Hyde Park
10177,42.35,-71.15,D14,Brighton
10178,42.35,-71.07,A1,Downtown?
10179,42.33,-71.05,C6,South Boston
10180,42.38,-71.02,A7,East Boston
10181,42.26,-71.12,E18,Hyde Park
10182,42.28,-71.13,E5,West Roxbury
10183,42.38,-71.03,A7,East Boston
10184,42.29,-71.06,C11,Dorchester
10185,42.28,-71.12,E18,Hyde Park
10186,42.31,-71.1,E13,Jamaica Plain
10187,42.34,-71.07,D4,South End
10188,42.33,-71.1,E13,Jamaica Plain
10189,42.29,-71.1,E13,Jamaica Plain
10190,42.34,-71.05,C6,South Boston
10191,,,A1,Downtown?
10192,42.34,-71.14,D14,Brighton
10193,42.32,-71.09,B2,Roxbury
10194,42.3,-71.07,C11,Dorchester
10195,42.29,-71.08,B3,Mattapan
10196,42.36,-71.07,A1,Downtown?
10197,42.33,-71.05,C6,South Boston
10198,42.29,-71.1,E13,Jamaica Plain
10199,42.34,-71.04,C6,South Boston
10200,,,E5,West Roxbury
10201,42.32,-71.06,C11,Dorchester
10202,42.34,-71.05,C6,South Boston
10203,42.34,-71.04,C6,South Boston
10204,42.37,-71.04,A7,East Boston
10205,42.32,-71.1,E13,Jamaica Plain
10206,42.24,-71.14,E18,Hyde Park
10207,42.32,-71.09,B2,Roxbury
10208,42.32,-71.1,E13,Jamaica Plain
10209,42.32,-71.07,B2,Roxbury
10210,42.31,-71.07,C11,Dorchester
10211,42.32,-71.11,E13,Jamaica Plain
10212,-1.0,-1.0,,
10213,42.33,-71.05,C6,South Boston
10214,42.36,-71.06,A1,Downtown?
10215,42.34,-71.05,C6,South Boston
10216,42.37,-71.03,A7,East Boston
10217,42.34,-71.14,D14,Brighton
10218,42.29,-71.07,B3,Mattapan
10219,42.28,-71.14,E5,West Roxbury
10220,42.29,-71.05,C11,Dorchester
10221,42.28,-71.17,E5,West Roxbury
10222,42.35,-71.17,D14,Brighton
10223,42.35,-71.1,,
10224,42.35,-71.1,D4,South End
10225,42.32,-71.11,E13,Jamaica Plain
10226,42.33,-71.07,B2,Roxbury
10227,42.33,-71.07,,
10228,42.3,-71.12,E13,Jamaica Plain
10229,,,D4,South End
10230,42.3,-71.12,E13,Jamaica Plain
10231,42.29,-71.12,E5,West Roxbury
10232,,,A1,Downtown?
10233,42.35,-71.06,A1,Downtown?
10234,42.33,-71.11,B2,Roxbury
10235,42.36,-71.06,A1,Downtown?
10236,42.28,-71.08,B3,Mattapan
10237,,,B2,Roxbury
10238,42.34,-71.11,B2,Roxbury
10239,42.29,-71.09,B3,Mattapan
10240,42.33,-71.09,B2,Roxbury
10241,42.26,-71.17,E5,West Roxbury
10242,42.3,-71.09,B3,Mattapan
10243,42.33,-71.08,B2,Roxbury
10244,42.31,-71.13,E13,Jamaica Plain
10245,42.3,-71.08,B3,Mattapan
10246,42.31,-71.07,C11,Dorchester
10247,42.34,-71.06,C6,South Boston
10248,42.35,-71.14,D14,Brighton
10249,42.35,-71.15,D14,Brighton
10250,42.32,-71.05,C11,Dorchester
10251,42.32,-71.06,C6,South Boston
10252,,,D4,South End
10253,42.29,-71.14,E5,West Roxbury
10254,42.33,-71.09,B2,Roxbury
10255,42.33,-71.09,B2,Roxbury
10256,42.33,-71.05,C6,South Boston
10257,42.28,-71.05,C11,Dorchester
10258,42.31,-71.07,B2,Roxbury
10259,42.38,-71.03,A7,East Boston
10260,42.33,-71.04,C6,South Boston
10261,42.25,-71.12,E18,Hyde Park
10262,42.34,-71.08,D4,South End
10263,42.36,-71.06,A1,Downtown?
10264,42.33,-71.11,B2,Roxbury
10265,42.35,-71.06,A1,Downtown?
10266,42.35,-71.06,A1,Downtown?
10267,42.32,-71.08,B2,Roxbury
10268,42.34,-71.15,D14,Brighton
10269,42.32,-71.06,C11,Dorchester
10270,-1.0,-1.0,,
10271,42.32,-71.09,B2,Roxbury
10272,42.29,-71.07,C11,Dorchester
10273,42.28,-71.07,B3,Mattapan
10274,42.29,-71.14,E5,West Roxbury
10275,42.29,-71.11,E18,Hyde Park
10276,42.38,-71.02,A7,East Boston
10277,42.31,-71.1,E13,Jamaica Plain
10278,42.3,-71.06,C11,Dorchester
10279,42.29,-71.09,B3,Mattapan
10280,42.38,-71.06,A15,Charlestown
10281,42.33,-71.06,C6,South Boston
10282,42.37,-71.03,A7,East Boston
10283,42.35,-71.12,D14,Brighton
10284,42.29,-71.12,E5,West Roxbury
10285,42.26,-71.11,E18,Hyde Park
10286,42.27,-71.1,,
10287,42.36,-71.06,A1,Downtown?
10288,42.32,-71.1,B2,Roxbury
10289,42.32,-71.09,B2,Roxbury
10290,42.33,-71.08,B2,Roxbury
10291,42.31,-71.07,B2,Roxbury
10292,42.35,-71.17,D14,Brighton
10293,42.3,-71.06,C11,Dorchester
10294,42.25,-71.13,E18,Hyde Park
10295,42.3,-71.06,C11,Dorchester
10296,42.39,-71.01,A7,East Boston
10297,42.32,-71.06,C11,Dorchester
10298,42.31,-71.05,C11,Dorchester
10299,42.31,-71.08,B2,Roxbury
10300,42.29,-71.12,E5,West Roxbury
10301,42.35,-71.16,D14,Brighton
10302,42.33,-71.04,C6,South Boston
10303,42.36,-71.13,D14,Brighton
10304,42.35,-71.17,D14,Brighton
10305,42.32,-71.11,E13,Jamaica Plain
10306,42.32,-71.09,B2,Roxbury
10307,42.35,-71.06,A1,Downtown?
10308,42.3,-71.06,C11,Dorchester
10309,42.36,-71.06,A1,Downtown?
10310,42.28,-71.13,E5,West Roxbury
10311,42.33,-71.11,E13,Jamaica Plain
10312,,,B2,Roxbury
10313,42.34,-71.1,B2,Roxbury
10314,42.31,-71.08,B2,Roxbury
10315,42.36,-71.14,D14,Brighton
10316,42.3,-71.09,B3,Mattapan
10317,42.36,-71.06,A1,Downtown?
10318,42.38,-71.07,A15,Charlestown
10319,42.34,-71.06,C6,South Boston
10320,42.3,-71.08,B3,Mattapan
10321,42.28,-71.12,E5,West Roxbury
10322,42.33,-71.06,C6,South Boston
10323,42.3,-71.08,B3,Mattapan
10324,42.28,-71.09,B3,Mattapan
10325,42.28,-71.07,B3,Mattapan
10326,42.31,-71.12,E13,Jamaica Plain
10327,42.29,-71.05,C11,Dorchester
10328,42.34,-71.1,D4,South End
10329,42.32,-71.05,C6,South Boston
10330,42.36,-71.07,A1,Downtown?
10331,42.24,-71.12,E18,Hyde Park
10332,42.33,-71.11,B2,Roxbury
10333,42.34,-71.05,C6,South Boston
10334,42.28,-71.14,E5,West Roxbury
10335,42.33,-71.08,B2,Roxbury
10336,42.32,-71.05,C6,South Boston
10337,42.34,-71.08,D4,South End
10338,42.38,-71.06,A15,Charlestown
10339,42.26,-71.11,E18,Hyde Park
10340,42.31,-71.07,B2,Roxbury
10341,42.32,-71.11,E13,Jamaica Plain
10342,42.33,-71.1,B2,Roxbury
10343,,,B2,Roxbury
10344,42.33,-71.07,B2,Roxbury
10345,42.35,-71.14,D14,Brighton
10346,42.29,-71.12,E5,West Roxbury
10347,42.28,-71.08,B3,Mattapan
10348,42.35,-71.15,D14,Brighton
10349,42.33,-71.03,C6,South Boston
10350,,,C11,Dorchester
10351,42.3,-71.11,E13,Jamaica Plain
10352,42.29,-71.05,C11,Dorchester
10353,,,A15,Charlestown
10354,,,E13,Jamaica Plain
10355,42.31,-71.1,E13,Jamaica Plain
10356,42.32,-71.11,E13,Jamaica Plain
10357,42.37,-71.06,A15,Charlestown
10358,42.3,-71.08,B3,Mattapan
10359,42.28,-71.17,E5,West Roxbury
10360,42.35,-71.05,C6,South Boston
10361,42.34,-71.1,B2,Roxbury
10362,42.34,-71.05,C6,South Boston
10363,42.34,-71.1,B2,Roxbury
10364,42.29,-71.07,C11,Dorchester
10365,42.34,-71.05,C6,South Boston
10366,42.28,-71.13,E5,West Roxbury
10367,42.27,-71.1,B3,Mattapan
10368,42.31,-71.05,C11,Dorchester
10369,42.35,-71.13,D14,Brighton
10370,42.31,-71.07,B2,Roxbury
10371,42.28,-71.07,C11,Dorchester
10372,42.38,-71.07,A15,Charlestown
10373,42.32,-71.08,B2,Roxbury
10374,42.31,-71.13,E13,Jamaica Plain
10375,42.24,-71.13,E18,Hyde Park
10376,42.34,-71.08,D4,South End
10377,42.28,-71.15,E5,West Roxbury
10378,42.35,-71.17,D14,Brighton
10379,42.38,-71.02,A7,East Boston
10380,42.25,-71.12,E18,Hyde Park
10381,42.33,-71.04,C6,South Boston
10382,42.29,-71.07,B3,Mattapan
10383,42.34,-71.07,D4,South End
10384,42.31,-71.06,C11,Dorchester
10385,42.38,-71.04,A7,East Boston
10386,42.32,-71.08,B2,Roxbury
10387,42.33,-71.08,B2,Roxbury
10388,42.34,-71.04,C6,South Boston
10389,42.28,-71.06,C11,Dorchester
10390,42.33,-71.1,B2,Roxbury
10391,42.28,-71.1,B3,Mattapan
10392,42.32,-71.09,B2,Roxbury
10393,42.35,-71.16,D14,Brighton
10394,42.35,-71.16,D14,Brighton
10395,42.32,-71.1,E13,Jamaica Plain
10396,42.3,-71.08,B3,Mattapan
10397,42.3,-71.07,C11,Dorchester
10398,42.37,-71.04,A7,East Boston
10399,42.36,-71.16,D14,Brighton
10400,42.33,-71.08,B2,Roxbury
10401,42.34,-71.1,B2,Roxbury
10402,42.31,-71.12,E13,Jamaica Plain
10403,42.33,-71.04,C6,South Boston
10404,42.28,-71.09,B3,Mattapan
10405,42.29,-71.06,C11,Dorchester
10406,42.32,-71.1,E13,Jamaica Plain
10407,42.36,-71.16,D14,Brighton
10408,42.31,-71.1,E13,Jamaica Plain
10409,42.25,-71.13,E18,Hyde Park
10410,42.31,-71.06,C11,Dorchester
10411,42.28,-71.06,C11,Dorchester
10412,42.34,-71.04,C6,South Boston
10413,42.28,-71.07,B3,Mattapan
10414,42.29,-71.05,C11,Dorchester
10415,42.25,-71.11,E18,Hyde Park
10416,42.34,-71.15,D14,Brighton
10417,42.31,-71.08,B2,Roxbury
10418,,,B2,Roxbury
10419,42.29,-71.08,B3,Mattapan
10420,42.26,-71.11,E18,Hyde Park
10421,42.3,-71.06,A1,Downtown?
10422,42.27,-71.17,E5,West Roxbury
10423,42.29,-71.05,C11,Dorchester
10424,42.33,-71.04,C6,South Boston
10425,42.32,-71.06,C11,Dorchester
10426,42.28,-71.07,B3,Mattapan
10427,42.24,-71.13,E18,Hyde Park
10428,42.37,-71.06,A15,Charlestown
10429,42.38,-71.07,A15,Charlestown
10430,42.28,-71.14,E5,West Roxbury
10431,42.33,-71.05,C6,South Boston
10432,42.27,-71.11,E18,Hyde Park
10433,42.25,-71.12,E18,Hyde Park
10434,42.35,-71.07,A1,Downtown?
10435,42.28,-71.09,B3,Mattapan
10436,42.33,-71.07,B2,Roxbury
10437,42.28,-71.07,C11,Dorchester
10438,42.27,-71.09,B3,Mattapan
10439,42.33,-71.03,C6,South Boston
10440,42.33,-71.1,B2,Roxbury
10441,42.28,-71.17,E5,West Roxbury
10442,42.34,-71.16,D14,Brighton
10443,42.37,-71.04,A7,East Boston
10444,42.29,-71.04,C11,Dorchester
10445,42.32,-71.06,C6,South Boston
10446,42.32,-71.07,B2,Roxbury
10447,42.35,-71.14,D14,Brighton
10448,42.33,-71.05,C6,South Boston
10449,42.33,-71.05,C6,South Boston
10450,42.28,-71.08,B3,Mattapan
10451,42.26,-71.15,E5,West Roxbury
10452,42.3,-71.09,B3,Mattapan
10453,42.33,-71.05,C6,South Boston
10454,42.34,-71.06,C6,South Boston
10455,42.3,-71.08,B3,Mattapan
10456,42.37,-71.03,,
10457,42.28,-71.16,E5,West Roxbury
10458,42.27,-71.08,B3,Mattapan
10459,42.31,-71.09,B2,Roxbury
10460,42.35,-71.06,A1,Downtown?
10461,42.33,-71.06,C6,South Boston
10462,42.28,-71.06,C11,Dorchester
10463,42.3,-71.05,C11,Dorchester
10464,42.34,-71.07,D4,South End
10465,42.29,-71.09,B3,Mattapan
10466,42.3,-71.06,C11,Dorchester
10467,42.34,-71.08,D4,South End
10468,42.25,-71.14,E18,Hyde Park
10469,42.29,-71.16,E5,West Roxbury
10470,42.34,-71.03,C6,South Boston
10471,42.38,-71.07,A15,Charlestown
10472,42.29,-71.12,E5,West Roxbury
10473,42.38,-71.06,A15,Charlestown
10474,42.27,-71.11,E18,Hyde Park
10475,-1.0,-1.0,,
10476,42.28,-71.16,E5,West Roxbury
10477,42.25,-71.13,E18,Hyde Park
10478,42.29,-71.12,E13,Jamaica Plain
10479,42.25,-71.14,E18,Hyde Park
10480,42.31,-71.11,E13,Jamaica Plain
10481,42.31,-71.1,D4,South End
10482,42.34,-71.06,C6,South Boston
10483,42.38,-71.03,A7,East Boston
10484,-1.0,-1.0,,
10485,42.34,-71.07,D4,South End
10486,42.29,-71.13,E5,West Roxbury
10487,42.34,-71.05,C6,South Boston
10488,42.33,-71.11,B2,Roxbury
10489,42.28,-71.14,E5,West Roxbury
10490,,,B3,Mattapan
10491,42.33,-71.04,C6,South Boston
10492,42.34,-71.03,C6,South Boston
10493,42.38,-71.02,A7,East Boston
10494,42.29,-71.13,E5,West Roxbury
10495,42.38,-71.07,A15,Charlestown
10496,42.28,-71.08,B3,Mattapan
10497,42.29,-71.12,E18,Hyde Park
10498,42.32,-71.09,E18,Hyde Park
10499,42.33,-71.07,B2,Roxbury
10500,42.27,-71.1,E18,Hyde Park
10501,42.27,-71.08,B3,Mattapan
10502,42.35,-71.15,D14,Brighton
10503,42.33,-71.02,C6,South Boston
10504,42.36,-71.16,D14,Brighton
10505,42.3,-71.06,C11,Dorchester
10506,42.39,-71.01,A7,East Boston
10507,42.3,-71.06,C11,Dorchester
10508,,,B2,Roxbury
10509,42.36,-71.05,A1,Downtown?
10510,42.36,-71.06,A1,Downtown?
10511,,,A1,Downtown?
10512,42.35,-71.08,D4,South End
10513,42.25,-71.11,E18,Hyde Park
10514,42.37,-71.04,A7,East Boston
10515,42.29,-71.09,B3,Mattapan
10516,42.32,-71.11,E13,Jamaica Plain
10517,,,A7,East Boston
10518,42.33,-71.05,C6,South Boston
10519,42.35,-71.16,D14,Brighton
10520,42.25,-71.14,E18,Hyde Park
10521,42.29,-71.04,C11,Dorchester
10522,42.28,-71.12,E5,West Roxbury
10523,42.35,-71.14,D14,Brighton
10524,42.34,-71.05,C6,South Boston
10525,42.35,-71.17,D14,Brighton
10526,42.33,-71.1,B2,Roxbury
10527,42.27,-71.11,E18,Hyde Park
10528,42.35,-71.09,D4,South End
10529,,,C6,South Boston
10530,42.33,-71.04,C6,South Boston
10531,42.38,-71.06,A15,Charlestown
10532,42.25,-71.13,E18,Hyde Park
10533,42.35,-71.06,D4,South End
10534,42.28,-71.16,E5,West Roxbury
10535,42.35,-71.16,D14,Brighton
10536,42.31,-71.05,C11,Dorchester
10537,42.32,-71.08,B2,Roxbury
10538,42.29,-71.08,B3,Mattapan
10539,42.36,-71.05,A1,Downtown?
10540,42.35,-71.14,D14,Brighton
10541,42.28,-71.09,B3,Mattapan
10542,42.24,-71.12,E18,Hyde Park
10543,42.29,-71.08,B3,Mattapan
10544,42.36,-71.14,D14,Brighton
10545,42.27,-71.17,E5,West Roxbury
10546,42.33,-71.04,C6,South Boston
10547,42.27,-71.07,E18,Hyde Park
10548,42.29,-71.06,C11,Dorchester
10549,42.36,-71.14,D14,Brighton
10550,,,E13,Jamaica Plain
10551,42.33,-71.08,B2,Roxbury
10552,42.29,-71.09,B3,Mattapan
10553,42.29,-71.05,C11,Dorchester
10554,,,B2,Roxbury
10555,42.33,-71.08,B2,Roxbury
10556,42.28,-71.13,E5,West Roxbury
10557,42.35,-71.07,D4,South End
10558,42.32,-71.08,B2,Roxbury
10559,42.25,-71.11,E18,Hyde Park
10560,42.35,-71.05,C6,South Boston
10561,42.38,-71.02,A7,East Boston
10562,42.32,-71.11,E13,Jamaica Plain
10563,42.32,-71.08,B2,Roxbury
10564,-1.0,-1.0,,
10565,42.29,-71.14,E5,West Roxbury
10566,42.24,-71.13,E18,Hyde Park
10567,,,D4,South End
10568,42.33,-71.09,B2,Roxbury
10569,,,C6,South Boston
10570,42.37,-71.06,A1,Downtown?
10571,42.33,-71.1,B2,Roxbury
10572,42.31,-71.06,C11,Dorchester
10573,42.31,-71.11,E13,Jamaica Plain
10574,42.38,-71.06,A15,Charlestown
10575,42.31,-71.09,E13,Jamaica Plain
10576,42.36,-71.07,A1,Downtown?
10577,42.33,-71.05,C6,South Boston
10578,42.34,-71.04,C6,South Boston
10579,42.29,-71.14,E5,West Roxbury
10580,42.27,-71.12,E18,Hyde Park
10581,42.26,-71.13,E18,Hyde Park
10582,42.34,-71.09,D4,South End
10583,42.31,-71.12,E13,Jamaica Plain
10584,42.34,-71.09,D4,South End
10585,42.34,-71.03,C6,South Boston
10586,42.33,-71.06,C6,South Boston
10587,42.27,-71.13,E18,Hyde Park
10588,42.34,-71.08,D4,South End
10589,42.34,-71.07,D4,South End
10590,42.28,-71.12,E18,Hyde Park
10591,42.29,-71.11,E18,Hyde Park
10592,42.34,-71.06,C6,South Boston
10593,42.39,-71.01,A7,East Boston
10594,42.29,-71.08,B3,Mattapan
10595,42.29,-71.16,E5,West Roxbury
10596,42.34,-71.11,B2,Roxbury
10597,42.35,-71.08,D4,South End
10598,42.28,-71.06,C11,Dorchester
10599,42.36,-71.07,A1,Downtown?
10600,,,E5,West Roxbury
10601,42.38,-71.04,A7,East Boston
10602,42.27,-71.09,B3,Mattapan
10603,42.38,-71.07,,
10604,42.33,-71.05,C6,South Boston
10605,42.27,-71.07,C11,Dorchester
10606,,,A1,Downtown?
10607,42.29,-71.05,C11,Dorchester
10608,,,B2,Roxbury
10609,42.37,-71.12,D14,Brighton
10610,42.31,-71.06,C11,Dorchester
10611,42.35,-71.15,D14,Brighton
10612,42.26,-71.13,E18,Hyde Park
10613,42.36,-71.07,A1,Downtown?
10614,42.33,-71.08,D4,South End
10615,42.29,-71.12,E18,Hyde Park
10616,42.32,-71.06,B2,Roxbury
10617,42.32,-71.07,B2,Roxbury
10618,42.31,-71.07,C11,Dorchester
10619,42.32,-71.1,E13,Jamaica Plain
10620,42.29,-71.06,C11,Dorchester
10621,42.27,-71.07,B3,Mattapan
10622,42.35,-71.06,A1,Downtown?
10623,42.32,-71.06,C11,Dorchester
10624,,,D4,South End
10625,42.33,-71.09,B2,Roxbury
10626,42.34,-71.08,D4,South End
10627,42.31,-71.08,B2,Roxbury
10628,42.34,-71.09,D4,South End
10629,42.31,-71.07,C11,Dorchester
10630,42.3,-71.06,C11,Dorchester
10631,42.28,-71.18,E5,West Roxbury
10632,42.34,-71.15,D14,Brighton
10633,42.28,-71.15,E5,West Roxbury
10634,42.35,-71.07,A1,Downtown?
10635,42.29,-71.16,E5,West Roxbury
10636,42.34,-71.05,C6,South Boston
10637,,,D14,Brighton
10638,42.29,-71.11,E13,Jamaica Plain
10639,42.33,-71.04,C6,South Boston
10640,42.33,-71.09,B2,Roxbury
10641,42.27,-71.17,E5,West Roxbury
10642,42.31,-71.08,B2,Roxbury
10643,42.31,-71.07,B2,Roxbury
10644,42.26,-71.12,E18,Hyde Park
10645,42.33,-71.1,B2,Roxbury
10646,42.35,-71.06,A1,Downtown?
10647,42.32,-71.09,B2,Roxbury
10648,42.33,-71.08,B2,Roxbury
10649,42.27,-71.1,B3,Mattapan
10650,42.29,-71.14,E5,West Roxbury
10651,42.25,-71.13,E18,Hyde Park
10652,42.39,-71.01,B2,Roxbury
10653,42.35,-71.15,D14,Brighton
10654,42.27,-71.13,E18,Hyde Park
10655,42.25,-71.12,E18,Hyde Park
10656,42.29,-71.09,B3,Mattapan
10657,,,B2,Roxbury
