LOCATIONID,STREET,LAT,LON,POLICE_DISTRICT,DISTRICT
9189,ATHELWOLD ST,42.3,-71.08,B3,Mattapan
9190,ELM HILL PARK,,,B2,Roxbury
9191,BROOKSIDE AVE,42.31,-71.1,E13,Jamaica Plain
9192,BERNARD ST,42.29,-71.08,B3,Mattapan
9193,BOYLSTON ST,42.35,-71.09,D4,South End
9194,ASHMONT ST,42.29,-71.06,C11,Dorchester
9195,JAMAICAWAY,42.33,-71.11,E13,Jamaica Plain
9196,ARCADIA ST,42.3,-71.06,C11,Dorchester
9197,MURRAY CT,42.37,-71.04,A7,East Boston
9198,MARY BOYLE WAY,42.33,-71.05,C6,South Boston
9199,WHITTIER RD,,,B2,Roxbury
9200,CROCKETT AVE,42.28,-71.05,C11,Dorchester
9201,E BROOKLINE ST,42.34,-71.07,D4,South End
9202,MAIN ST,42.38,-71.07,A15,Charlestown
9203,MORTON ST,42.3,-71.11,E13,Jamaica Plain
9204,E BERKELEY ST,42.34,-71.07,D4,South End
9205,MURDOCK ST,42.35,-71.15,D14,Brighton
9206,DUDLEY ST,42.33,-71.08,B2,Roxbury
9207,BOYLSTON,-1,-1,A1,Downtown?
9208,MELVIN,-1,-1,,
9209,BABSON ST,42.27,-71.09,B3,Mattapan
9210,DUDLEY ST,42.32,-71.07,B2,Roxbury
9211,ADAMS ST,42.29,-71.05,C11,Dorchester
9212,E ST,42.34,-71.05,C6,South Boston
9213,MORTON ST,42.3,-71.11,E13,Jamaica Plain
9214,BROOK ST,42.28,-71.11,E18,Hyde Park
9215,GENEVA AVE,42.3,-71.07,C11,Dorchester
9216,MONUMENT SQ,42.38,-71.06,A15,Charlestown
9217,HIGHLAND ST,42.25,-71.12,E18,Hyde Park
9218,BROOKS ST,42.38,-71.04,A7,East Boston
9219,SCHOOL ST,42.3,-71.07,C11,Dorchester
9220,RIVER ST,42.26,-71.1,E18,Hyde Park
9221,BENNINGTON ST,42.39,-71.01,A7,East Boston
9222,HARTFORD ST,42.32,-71.07,B2,Roxbury
9223,OAKVIEW TER,42.32,-71.11,E13,Jamaica Plain
9224,DALE ST,42.32,-71.09,B2,Roxbury
9225,HANCOCK ST,42.31,-71.06,C11,Dorchester
9226,NEWPORT ST,42.32,-71.05,C11,Dorchester
9227,CARYLL ST,,,B3,Mattapan
9228,WARDMAN RD,42.32,-71.09,E13,Jamaica Plain
9229,DARTMOUTH ST,42.34,-71.07,D4,South End
9230,BLUE HILL AVE,42.27,-71.09,B3,Mattapan
9231,BRAINERD RD,42.35,-71.13,D14,Brighton
9232,GENE ST,42.32,-71.07,B2,Roxbury
9233,ALLSTON ST,42.34,-71.14,D14,Brighton
9234,PARKER ST,42.33,-71.1,B2,Roxbury
9235,ELM HILL AVE,42.31,-71.09,B2,Roxbury
9236,WASHINGTON ST,42.37,-71.07,A15,Charlestown
9237,TREMONT ST,42.34,-71.07,D4,South End
9238,BEVERLY ST,42.37,-71.06,A1,Downtown?
9239,PURCHASE ST,42.35,-71.05,A1,Downtown?
9240,FLEET ST,42.36,-71.05,A1,Downtown?
9241,ANTHONY RIP VALENTI WAY,42.36,-71.06,A1,Downtown?
9242,CLAYMOSS RD,42.34,-71.15,D14,Brighton
9243,BOLTON ST,42.34,-71.05,C6,South Boston
9244,COLORADO ST,42.28,-71.1,B3,Mattapan
9245,GROVE ST,42.36,-71.07,A1,Downtown?
9246,ALLSTON ST,42.29,-71.07,C11,Dorchester
9247,BERNARD ST,42.29,-71.08,B3,Mattapan
9248,SUMNER ST,42.37,-71.04,A7,East Boston
9249,BROAD ST,42.36,-71.05,A1,Downtown?
9250,DARTMOUTH ST,42.35,-71.08,D4,South End
9251,CARNEY CT,42.38,-71.06,A15,Charlestown
9252,REGINA RD,42.3,-71.07,C11,Dorchester
9253,SMITH ST,42.33,-71.1,B2,Roxbury
9254,SARATOGA ST,42.38,-71.02,A7,East Boston
9255,ELLERY ST,42.33,-71.06,C6,South Boston
9256,GARDNER ST,42.33,-71.09,B2,Roxbury
9257,JAMAICA ST,42.31,-71.12,E13,Jamaica Plain
9258,BRIGHTON ST,42.38,-71.08,A15,Charlestown
9259,JOYCE KILMER RD,42.27,-71.16,E5,West Roxbury
9260,BOYLSTON ST,42.35,-71.08,D4,South End
9261,W SPRINGFIELD ST,42.34,-71.08,D4,South End
9262,DARTMOUTH ST,42.35,-71.08,D4,South End
9263,SHAWMUT AVE,42.34,-71.07,D4,South End
9264,WOODROW AVE,42.29,-71.09,B3,Mattapan
9265,BYRON ST,42.38,-71.02,A7,East Boston
9266,SOUTH POINT DR,42.32,-71.04,C6,South Boston
9267,WINSHIP ST,42.35,-71.15,D14,Brighton
9268,EVANS WAY,,,B2,Roxbury
9269,WOODSTOCK AVE,42.35,-71.14,D14,Brighton
9270,COLEUS PARK,42.31,-71.08,B2,Roxbury
9271,MILLER PARK,42.32,-71.07,B2,Roxbury
9272,MARTHA RD,,,A1,Downtown?
9273,HAROLD ST,42.31,-71.09,B2,Roxbury
9274,SAINT JAMES ST,42.33,-71.08,B2,Roxbury
9275,WALK HILL ST,42.28,-71.1,B3,Mattapan
9276,BLAKE ST,42.27,-71.11,E18,Hyde Park
9277,WASHINGTON ST,42.36,-71.06,A1,Downtown?
9278,BELGRADE AVE,42.29,-71.14,E5,West Roxbury
9279,HAROLD PARK,42.32,-71.09,B2,Roxbury
9280,S SYDNEY ST,42.31,-71.05,C11,Dorchester
9281,GUEST ST,42.36,-71.15,D14,Brighton
9282,SEAVERNS AVE,42.31,-71.11,E13,Jamaica Plain
9283,BUSHNELL ST,42.28,-71.06,C11,Dorchester
9284,W NINTH ST,42.33,-71.05,C6,South Boston
9285,N BEACON ST,42.36,-71.14,D14,Brighton
9286,GALLIVAN,,,B3,Mattapan
9287,ARGYLE ST,42.29,-71.07,C11,Dorchester
9288,BELLEVUE HILL RD,42.28,-71.15,E5,West Roxbury
9289,N ST,42.33,-71.03,C6,South Boston
9290,MORSE ST,42.3,-71.08,C11,Dorchester
9291,CENTRE ST,42.32,-71.1,E13,Jamaica Plain
9292,FRONTAGE RD,42.34,-71.06,C6,South Boston
9293,CLIFTON ST,42.32,-71.07,B2,Roxbury
9294,LOUISBURG SQ,,,A1,Downtown?
9295,BROWN TER,42.31,-71.11,E13,Jamaica Plain
9296,CORBET ST,42.28,-71.08,B3,Mattapan
9297,TALBOT AVE,42.29,-71.07,C11,Dorchester
9298,PARISH ST,42.31,-71.06,C11,Dorchester
9299,DEARBORN ST,42.33,-71.08,B2,Roxbury
9300,ALEXANDER ST,42.31,-71.07,B2,Roxbury
9301,GALLIVAN BLVD,42.28,-71.07,C11,Dorchester
9302,MASSACHUSETTS TPKE W,,,A7,East Boston
9303,ARBUTUS ST,42.29,-71.09,B3,Mattapan
9304,SALEM ST,42.36,-71.06,A1,Downtown?
9305,IROQUOIS ST,42.33,-71.1,B2,Roxbury
9306,SEAPORT BLVD,42.35,-71.04,C6,South Boston
9307,CUMMINS HWY,42.27,-71.09,B3,Mattapan
9308,MELNEA CASS BLVD,42.34,-71.09,B2,Roxbury
9309,EUTAW ST,42.38,-71.04,A7,East Boston
9310,GLOUCESTER ST,42.35,-71.08,D4,South End
9311,B ST,42.34,-71.05,C6,South Boston
9312,WELLSMERE RD,42.28,-71.13,E5,West Roxbury
9313,HIGHLAND ST,42.25,-71.11,E18,Hyde Park
9314,BIRCHCROFT RD,42.27,-71.11,E18,Hyde Park
9315,CAUSEWAY ST,42.37,-71.06,A1,Downtown?
9316,SAINT JAMES ST,42.33,-71.09,B2,Roxbury
9317,EUSTIS ST,42.33,-71.08,B2,Roxbury
9318,TREMONT ST,42.33,-71.1,B2,Roxbury
9319,HARVARD AVE,42.26,-71.12,E18,Hyde Park
9320,MORTON ST,42.29,-71.09,B3,Mattapan
9321,DALESSIO CT,42.34,-71.06,C6,South Boston
9322,PREBLE ST,42.33,-71.05,C6,South Boston
9323,MILTON AVE,42.28,-71.08,B3,Mattapan
9324,WAYLAND ST,42.31,-71.07,B2,Roxbury
9325,BOWDOIN ST,42.31,-71.06,C11,Dorchester
9326,ARLINGTON ST,42.35,-71.07,A1,Downtown?
9327,SHAWMUT AVE,42.34,-71.08,D4,South End
9328,CONDOR ST,42.38,-71.03,A7,East Boston
9329,CAMBRIDGE ST,42.36,-71.07,A1,Downtown?
9330,SAINT THOMAS MORE RD,42.34,-71.17,D14,Brighton
9331,ASHFORD ST,42.35,-71.13,D14,Brighton
9332,BOWDOIN,-1,-1,C11,Dorchester
9333,BRADBURY ST,42.36,-71.13,D14,Brighton
9334,WALFORD WAY,42.38,-71.06,A15,Charlestown
9335,PAUL GORE ST,42.32,-71.11,E13,Jamaica Plain
9336,DELLE AVE,42.33,-71.1,B2,Roxbury
9337,COVINGTON ST,42.33,-71.05,C6,South Boston
9338,OLD COLONY AVE,42.33,-71.05,C6,South Boston
9339,MILTON AVE,42.28,-71.08,B3,Mattapan
9340,E CONCORD ST,,,D4,South End
9341,BRAEWOOD ST,42.26,-71.13,E18,Hyde Park
9342,CUMMINS HWY,42.27,-71.1,E18,Hyde Park
9343,F ST,42.34,-71.05,C6,South Boston
9344,SOUTH ST,42.29,-71.14,E5,West Roxbury
9345,FAWNDALE RD,42.29,-71.12,E5,West Roxbury
9346,WASHINGTON ST,42.32,-71.1,B2,Roxbury
9347,BROOK AVE,42.32,-71.07,B2,Roxbury
9348,,42.27,-71.1,,
9349,TRAVELER ST,42.34,-71.07,D4,South End
9350,PARK ST,42.3,-71.07,B3,Mattapan
9351,ARBORWAY,42.31,-71.12,,
9352,ARLINGTON ST,42.26,-71.12,E18,Hyde Park
9353,FAYETTE ST,42.35,-71.07,A1,Downtown?
9354,,42.35,-71.06,A1,Downtown?
9355,ELLINGTON ST,42.3,-71.08,B3,Mattapan
9356,JEWETT ST,42.28,-71.12,E18,Hyde Park
9357,POST OFFICE SQ,42.36,-71.06,A1,Downtown?
9358,CONDOR ST,42.38,-71.03,A7,East Boston
9359,FOREST,,,B2,Roxbury
9360,CENTRE ST,42.29,-71.14,E5,West Roxbury
9361,ETNA ST,42.35,-71.15,D14,Brighton
9362,MILFORD ST,42.34,-71.07,D4,South End
9363,DARTMOUTH ST,42.35,-71.08,D4,South End
9364,HERRICK ST,42.36,-71.14,D14,Brighton
9365,BEACON ST,42.36,-71.07,A1,Downtown?
9366,ARBROTH ST,42.29,-71.05,C11,Dorchester
9367,COREY ST,42.38,-71.06,A15,Charlestown
9368,HORADAN WAY,42.33,-71.1,B2,Roxbury
9369,VINE AVE,42.33,-71.08,B2,Roxbury
9370,EVERETT ST,42.35,-71.14,D14,Brighton
9371,ISLAND ST,,,C6,South Boston
9372,WASHINGTON ST,42.27,-71.07,C11,Dorchester
9373,,42.3,-71.12,,
9374,EVERDEAN ST,42.3,-71.05,C11,Dorchester
9375,ALASKA ST,42.32,-71.08,B2,Roxbury
9376,CIRCUIT ST,42.33,-71.09,B2,Roxbury
9377,GOVE ST,42.37,-71.04,A7,East Boston
9378,SAVANNAH AVE,42.27,-71.1,B3,Mattapan
9379,COLUMBIA RD,42.33,-71.04,C6,South Boston
9380,FORD ST,42.39,-71.01,A7,East Boston
9381,BRAINTREE ST,42.36,-71.13,D14,Brighton
9382,BIGELOW ST,42.35,-71.17,D14,Brighton
9383,EMERSON ST,42.34,-71.04,C6,South Boston
9384,PARSONS ST,42.36,-71.16,D14,Brighton
9385,BUTTONWOOD ST,42.32,-71.06,C11,Dorchester
9386,METROPOLITAN AVE,42.26,-71.12,E18,Hyde Park
9387,HAROLD ST,42.31,-71.09,B2,Roxbury
9388,STUART ST,42.35,-71.07,D4,South End
9389,PUBLIC ALY NW,,,D4,South End
9390,SOUTH ST,42.31,-71.11,E13,Jamaica Plain
9391,WASHINGTON ST,42.33,-71.09,B2,Roxbury
9392,COBDEN ST,,,B2,Roxbury
9393,STEDMAN ST,42.3,-71.11,E13,Jamaica Plain
9394,VICTORY RD,,,C11,Dorchester
9395,ASPINWALL RD,42.29,-71.07,B3,Mattapan
9396,HILL TOP ST,42.28,-71.05,C11,Dorchester
9397,LORNE ST,42.29,-71.09,B3,Mattapan
9398,WOOD AVE,42.27,-71.11,E18,Hyde Park
9399,FOREST PL,42.38,-71.07,A15,Charlestown
9400,GOODALE,-1,-1,,
9401,HEMENWAY ST,42.34,-71.09,D4,South End
9402,PERKINS ST,42.32,-71.12,E13,Jamaica Plain
9403,EVANS ST,42.28,-71.08,B3,Mattapan
9404,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
9405,CENTRE ST,42.29,-71.06,C11,Dorchester
9406,PELHAM ST,42.34,-71.07,D4,South End
9407,COLUMBIA RD,42.3,-71.08,B3,Mattapan
9408,HALE ST,42.26,-71.13,E18,Hyde Park
9409,CUSHING AVE,42.32,-71.06,C11,Dorchester
9410,CATAWBA ST,42.32,-71.08,B2,Roxbury
9411,GREENBRIER ST,42.3,-71.07,C11,Dorchester
9412,WESTMINSTER ST,42.26,-71.12,E18,Hyde Park
9413,DUDLEY ST,42.32,-71.07,B2,Roxbury
9414,E BERKELEY ST,42.34,-71.07,D4,South End
9415,VERNON ST,42.33,-71.08,B2,Roxbury
9416,HANCOCK ST,42.31,-71.06,C11,Dorchester
9417,ALLERTON ST,42.33,-71.07,B2,Roxbury
9418,FAIRMOUNT AVE,42.25,-71.11,E18,Hyde Park
9419,HACKENSACK RD,42.3,-71.14,E5,West Roxbury
9420,CONCORD ST,42.38,-71.06,A15,Charlestown
9421,SHERRIN ST,42.27,-71.12,E18,Hyde Park
9422,BOLSTER ST,42.32,-71.11,E13,Jamaica Plain
9423,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
9424,CRESTON ST,42.31,-71.08,B2,Roxbury
9425,DRUID ST,42.28,-71.08,B3,Mattapan
9426,BLUE HILL AVE,42.32,-71.08,B2,Roxbury
9427,FOX ST,42.31,-71.06,C11,Dorchester
9428,DRAYTON AVE,,,B2,Roxbury
9429,BLUE HILL AVE,42.28,-71.09,B3,Mattapan
9430,HULL ST,42.37,-71.05,A1,Downtown?
9431,CENTRE ST,42.32,-71.1,E13,Jamaica Plain
9432,LAGRANGE ST,42.28,-71.15,E5,West Roxbury
9433,BREED ST,42.39,-71.01,A7,East Boston
9434,STORY ST,42.33,-71.04,C6,South Boston
9435,BREMEN ST,42.38,-71.03,A7,East Boston
9436,CITY SQ,42.37,-71.06,A15,Charlestown
9437,ATHERSTONE ST,42.28,-71.07,C11,Dorchester
9438,ACADEMY CT,42.32,-71.1,B2,Roxbury
9439,NORMANDY ST,42.31,-71.08,B2,Roxbury
9440,ALLSTATE RD,42.33,-71.06,C6,South Boston
9441,LINSKY-BARRY CT,42.34,-71.05,C6,South Boston
9442,CRESCENT AVE,42.32,-71.05,C11,Dorchester
9443,UPHAM AVE,42.32,-71.07,C11,Dorchester
9444,HYDE PARK AVE,42.29,-71.12,E18,Hyde Park
9445,BRENT ST,42.29,-71.07,C11,Dorchester
9446,JEFFERS ST,42.27,-71.13,E18,Hyde Park
9447,WARREN ST,42.31,-71.08,B2,Roxbury
9448,BOSTON WHARF RD,42.35,-71.05,C6,South Boston
9449,ERIE ST,42.3,-71.08,B3,Mattapan
9450,DUDLEY TRIANGLE,,,B2,Roxbury
9451,EMMONS ST,42.37,-71.04,A7,East Boston
9452,CENTRE ST,42.31,-71.11,E13,Jamaica Plain
9453,ROXANA ST,42.25,-71.13,E18,Hyde Park
9454,BEACON ST,42.36,-71.06,A1,Downtown?
9455,FAIRVIEW ST,42.29,-71.13,E5,West Roxbury
9456,EGREMONT RD,42.34,-71.14,D14,Brighton
9457,METROPOLITAN CIR,42.28,-71.13,E5,West Roxbury
9458,NEPONSET AVE,42.3,-71.06,C11,Dorchester
9459,CLEMENT AVE,42.28,-71.15,E5,West Roxbury
9460,GLENBURNE ST,42.32,-71.08,B2,Roxbury
9461,CHATHAM ST,42.36,-71.05,A1,Downtown?
9462,WESTVILLE ST,42.3,-71.07,C11,Dorchester
9463,COPLEY ST,42.32,-71.1,E13,Jamaica Plain
9464,RUSSELL ST,42.38,-71.07,A15,Charlestown
9465,WASHINGTON ST,42.32,-71.09,B2,Roxbury
9466,OAKTON AVE,42.29,-71.05,C11,Dorchester
9467,MERIDIAN ST,42.38,-71.04,A7,East Boston
9468,AUCKLAND ST,42.31,-71.06,C11,Dorchester
9469,ALLANDALE ST,42.3,-71.13,E13,Jamaica Plain
9470,W BROADWAY,42.34,-71.06,C6,South Boston
9471,PAUL GORE ST,42.32,-71.11,E13,Jamaica Plain
9472,MEADOWVIEW RD,42.23,-71.13,E18,Hyde Park
9473,ALLEGHANY ST,42.33,-71.1,B2,Roxbury
9474,BROCKTON ST,42.27,-71.1,B3,Mattapan
9475,FAVRE ST,42.27,-71.1,B3,Mattapan
9476,THEODORE PARKER RD,42.29,-71.15,E5,West Roxbury
9477,SPRING ST,,,E5,West Roxbury
9478,RIDGEMONT ST,42.35,-71.14,D14,Brighton
9479,LINWOOD ST,42.33,-71.09,B2,Roxbury
9480,BERKELEY ST,42.35,-71.07,D4,South End
9481,STONECREST RD,42.28,-71.11,B3,Mattapan
9482,BELVIDERE ST,42.35,-71.09,D4,South End
9483,ASHMONT ST,42.29,-71.07,C11,Dorchester
9484,KENWOOD ST,42.29,-71.07,C11,Dorchester
9485,BABSON ST,42.27,-71.09,B3,Mattapan
9486,DEARBORN ST,42.33,-71.08,B2,Roxbury
9487,BEECH ST,42.27,-71.13,E5,West Roxbury
9488,BOYLSTON ST,42.35,-71.08,D4,South End
9489,BYRON ST,42.38,-71.01,A7,East Boston
9490,WORCESTER SQ,42.34,-71.07,D4,South End
9491,CAMBRIDGE ST,42.36,-71.07,A1,Downtown?
9492,CLAYBOURNE ST,42.3,-71.07,C11,Dorchester
9493,PARK DR,42.35,-71.11,D4,South End
9494,HIGHLAND AVE,42.33,-71.09,B2,Roxbury
9495,WASHINGTON ST,42.25,-71.12,E18,Hyde Park
9496,CAUSEWAY ST,42.37,-71.06,A1,Downtown?
9497,ROSEMONT ST,42.29,-71.06,C11,Dorchester
9498,GREENMOUNT ST,42.31,-71.06,C11,Dorchester
9499,BROOKS ST,42.38,-71.03,A7,East Boston
9500,SAVIN HILL AVE,42.31,-71.06,C11,Dorchester
9501,LEICESTER ST,42.35,-71.15,D14,Brighton
9502,HUTCHINGS ST,42.31,-71.09,B2,Roxbury
9503,BROMFIELD ST,42.36,-71.06,A1,Downtown?
9504,L ST,42.33,-71.04,C6,South Boston
9505,SUNSET ST,42.33,-71.11,B2,Roxbury
9506,SEAVER ST,42.31,-71.09,E18,Hyde Park
9507,WOOD AVE,42.27,-71.11,E18,Hyde Park
9508,COLUMBUS AVE,42.33,-71.1,B2,Roxbury
9509,BURRELL ST,42.32,-71.07,B2,Roxbury
9510,POND ST,42.31,-71.12,E13,Jamaica Plain
9511,BELGRADE AVE,42.29,-71.15,E5,West Roxbury
9512,COLUMBIA RD,42.3,-71.08,B3,Mattapan
9513,CHATHAM ROW,,,A1,Downtown?
9514,HARVARD ST,42.37,-71.06,A15,Charlestown
9515,COMMERCIAL ST,42.37,-71.05,A1,Downtown?
9516,ASHMONT ST,42.29,-71.06,C11,Dorchester
9517,VAN BRUNT ST,42.24,-71.12,E18,Hyde Park
9518,ELIZABETH ST,42.28,-71.09,B3,Mattapan
9519,MASSACHUSETTS AVE,42.35,-71.09,D4,South End
9520,HAMMOND ST,42.34,-71.08,D4,South End
9521,GLEN ST,42.31,-71.07,C11,Dorchester
9522,ROSEMARY ST,42.3,-71.11,E13,Jamaica Plain
9523,WENDOVER ST,42.32,-71.07,B2,Roxbury
9524,KEMBLE ST,42.33,-71.07,B2,Roxbury
9525,WHITE ST,42.38,-71.04,A7,East Boston
9526,FIRTH RD,42.29,-71.13,E5,West Roxbury
9527,MANTHORNE RD,42.29,-71.15,E5,West Roxbury
9528,WENTWORTH ST,42.29,-71.08,B3,Mattapan
9529,WOODVILLE ST,42.32,-71.08,B2,Roxbury
9530,DELMONT ST,42.29,-71.05,C11,Dorchester
9531,BEACON ST,42.35,-71.1,D4,South End
9532,FREEPORT ST,42.3,-71.05,C11,Dorchester
9533,COLUMBIA RD,42.31,-71.07,B2,Roxbury
9534,CHAUNCY ST,42.35,-71.06,A1,Downtown?
9535,RAWSTON RD,42.28,-71.13,E5,West Roxbury
9536,ADAMS ST,42.33,-71.08,B2,Roxbury
9537,FENWAY,42.34,-71.09,D4,South End
9538,D ST,42.34,-71.05,C6,South Boston
9539,HARTFORD ST,42.32,-71.07,B2,Roxbury
9540,CHELSEA ST,42.38,-71.05,A15,Charlestown
9541,COREY ST,42.38,-71.06,A15,Charlestown
9542,BEACON ST,42.34,-71.15,D14,Brighton
9543,ZEIGLER ST,42.33,-71.08,B2,Roxbury
9544,LAMARTINE ST,42.31,-71.11,E13,Jamaica Plain
9545,PARKER ST,42.33,-71.1,B2,Roxbury
9546,PI ALY,42.36,-71.06,A1,Downtown?
9547,MAIN ST,42.38,-71.07,A15,Charlestown
9548,COMMONWEALTH AVE,42.35,-71.12,D14,Brighton
9549,L ST,42.33,-71.04,C6,South Boston
9550,BURLINGTON AVE,42.35,-71.1,D4,South End
9551,WARREN ST,42.31,-71.08,B2,Roxbury
9552,BANTRY WAY,42.33,-71.03,C6,South Boston
9553,OLD MORTON ST,42.27,-71.07,B3,Mattapan
9554,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
9555,GALLIVAN BLVD,42.28,-71.07,C11,Dorchester
9556,DARTMOUTH ST,42.34,-71.07,D4,South End
9557,MESSINGER ST,42.27,-71.1,B3,Mattapan
9558,AUSTIN ST,42.29,-71.09,B3,Mattapan
9559,HUNTINGTON AVE,42.34,-71.1,B2,Roxbury
9560,CAMBRIDGE ST,42.36,-71.07,A1,Downtown?
9561,COOLIDGE RD,42.36,-71.13,D14,Brighton
9562,W FIRST ST,42.34,-71.04,C6,South Boston
9563,WILLIAM CARDINAL O'CONNEL,42.36,-71.07,A1,Downtown?
9564,ALPINE ST,42.26,-71.1,E18,Hyde Park
9565,WALNUT AVE,42.31,-71.09,B2,Roxbury
9566,BEACON ST,42.34,-71.15,D14,Brighton
9567,O'MEARA CT,42.38,-71.06,A15,Charlestown
9568,FOSTER ST,42.34,-71.16,D14,Brighton
9569,BRANDYWYNE DR,42.39,-71.01,A7,East Boston
9570,BOYLSTON ST,42.32,-71.11,E13,Jamaica Plain
9571,CEDRUS AVE,42.28,-71.14,E5,West Roxbury
9572,GRANFIELD AVE,42.29,-71.12,E5,West Roxbury
9573,IMRIE RD,42.35,-71.14,D14,Brighton
9574,GALLIVAN BLVD,42.28,-71.07,C11,Dorchester
9575,CENTRE ST,42.28,-71.16,E5,West Roxbury
9576,COMMON ST,42.37,-71.06,A15,Charlestown
9577,NEW RUTHERFORD AVE,42.38,-71.07,A15,Charlestown
9578,PAINE ST,,,E18,Hyde Park
9579,COMMONWEALTH AVE,42.35,-71.12,D14,Brighton
9580,PINE ST,,,B2,Roxbury
9581,WARREN ST,42.32,-71.08,B2,Roxbury
9582,BROOKLINE AVE,42.35,-71.1,D4,South End
9583,WALTER ST,42.29,-71.13,E5,West Roxbury
9584,BUICK ST,42.35,-71.12,D14,Brighton
9585,BEECH ST,42.29,-71.15,E5,West Roxbury
9586,E COTTAGE,,,B2,Roxbury
9587,DORCHESTER AVE,42.3,-71.06,C11,Dorchester
9588,NEPONSET AVE,42.29,-71.05,C11,Dorchester
9589,GARDEN ST,42.36,-71.07,A1,Downtown?
9590,CENTRE ST,42.31,-71.12,E13,Jamaica Plain
9591,LAMBERT AVE,42.33,-71.09,B2,Roxbury
9592,STRATHMORE RD,42.34,-71.15,D14,Brighton
9593,EDWIN ST,42.29,-71.06,C11,Dorchester
9594,DORCHESTER ST,42.33,-71.05,C6,South Boston
9595,HARVEST ST,42.32,-71.06,C6,South Boston
9596,N ST,42.34,-71.03,C6,South Boston
9597,GENERAL WILLIAM H DEVINE ,42.33,-71.05,C6,South Boston
9598,ASHLEY ST,42.39,-71.01,A7,East Boston
9599,JAMAICAWAY,42.33,-71.11,E13,Jamaica Plain
9600,MARSHFIELD ST,42.32,-71.07,B2,Roxbury
9601,WALNUT AVE,42.31,-71.09,E13,Jamaica Plain
9602,BELDEN ST,42.32,-71.07,B2,Roxbury
9603,HARROW ST,42.32,-71.07,B2,Roxbury
9604,FOLSOM ST,42.29,-71.12,E18,Hyde Park
9605,DUSTIN ST,,,D14,Brighton
9606,GREENFIELD RD,42.27,-71.1,E18,Hyde Park
9607,DADE ST,42.33,-71.08,B2,Roxbury
9608,CITY HALL AVE,42.36,-71.06,A1,Downtown?
9609,WENDOVER ST,42.32,-71.07,B2,Roxbury
9610,CENTRE ST,42.3,-71.12,E13,Jamaica Plain
9611,DERRY RD,42.27,-71.11,E18,Hyde Park
9612,LONDON ST,42.37,-71.04,A7,East Boston
9613,ITASCA ST,42.27,-71.1,B3,Mattapan
9614,WILLIAM T MORRISSEY BLVD,42.29,-71.04,C11,Dorchester
9615,CRAWFORD ST,42.32,-71.09,B2,Roxbury
9616,W FIRST ST,42.34,-71.04,C6,South Boston
9617,SEAVER ST,42.31,-71.09,B2,Roxbury
9618,ADAMS ST,42.31,-71.06,C11,Dorchester
9619,HERALD ST,42.35,-71.07,D4,South End
9620,HILLSIDE ST,42.33,-71.11,B2,Roxbury
9621,BLUE HILL AVE,42.29,-71.09,B3,Mattapan
9622,COLUMBIA RD,42.33,-71.04,C6,South Boston
9623,GIBSON,,,C11,Dorchester
9624,PRESCOTT ST,42.38,-71.03,A7,East Boston
9625,ALLSTON ST,42.34,-71.14,D14,Brighton
9626,MORTON ST,42.28,-71.07,B3,Mattapan
9627,MELBOURNE ST,42.29,-71.07,C11,Dorchester
9628,,42.35,-71.1,,
9629,BROOKWAY RD,42.29,-71.12,E5,West Roxbury
9630,CHARTER ST,42.37,-71.05,A1,Downtown?
9631,WILLIAMS ST,42.31,-71.11,E13,Jamaica Plain
9632,FREEPORT WAY,42.31,-71.06,C11,Dorchester
9633,BEECH ST,42.29,-71.15,E5,West Roxbury
9634,MALLET ST,42.29,-71.06,C11,Dorchester
9635,COMMONWEALTH AVE,42.35,-71.08,D4,South End
9636,LESHER ST,42.29,-71.12,E5,West Roxbury
9637,FRANKLIN ST,42.36,-71.13,D14,Brighton
9638,DR. MICHAEL GAVIN WAY,42.33,-71.05,C6,South Boston
9639,WILLOWWOOD ST,42.29,-71.09,B3,Mattapan
9640,CHAMPNEY ST,42.35,-71.17,D14,Brighton
9641,NOTTINGHILL RD,42.34,-71.15,D14,Brighton
9642,RIVER ST,42.36,-71.07,A1,Downtown?
9643,MOUNT VERNON ST,42.32,-71.04,C6,South Boston
9644,CRAWFORD ST,42.32,-71.09,B2,Roxbury
9645,FIFIELD ST,42.31,-71.06,C11,Dorchester
9646,EDGEMERE RD,,,E5,West Roxbury
9647,MARSHFIELD ST,,,B2,Roxbury
9648,WILLIAMS ST,42.31,-71.11,E13,Jamaica Plain
9649,NORMANDY ST,42.31,-71.08,B2,Roxbury
9650,RUGGLES ST,42.33,-71.09,B2,Roxbury
9651,TELFORD ST,42.36,-71.14,D14,Brighton
9652,FOSTER ST,42.35,-71.16,D14,Brighton
9653,LAMARTINE ST,,,E13,Jamaica Plain
9654,BEECH ST,42.28,-71.14,E5,West Roxbury
9655,BRINSLEY ST,42.31,-71.08,C11,Dorchester
9656,BORDER ST,42.38,-71.04,A7,East Boston
9657,SUMMER ST,42.35,-71.06,A1,Downtown?
9658,AVALON RD,42.29,-71.16,E5,West Roxbury
9659,BEACON ST,42.35,-71.08,D4,South End
9660,MERRIMAC ST,42.36,-71.06,A1,Downtown?
9661,MARLBOROUGH ST,42.35,-71.09,D4,South End
9662,BOYLSTON ST,42.35,-71.09,D4,South End
