LOCATIONID,STREET,LAT,LON,POLICE_DISTRICT,DISTRICT
497,CORINTH ST,42.29,-71.13,E5,West Roxbury
498,WOODLAWN ST,42.3,-71.11,E13,Jamaica Plain
499,AMORY ST,42.32,-71.1,E13,Jamaica Plain
500,HYDE PARK AVE,42.28,-71.12,E18,Hyde Park
501,BLUE HILL AVE,42.3,-71.09,B3,Mattapan
502,LORNA RD,42.28,-71.08,B3,Mattapan
503,COLUMBIA RD,42.31,-71.07,C11,Dorchester
504,CONGRESS ST,42.35,-71.05,C6,South Boston
505,ANAWAN AVE,42.28,-71.15,E5,West Roxbury
506,,42.35,-71.06,,
507,GERRISH ST,42.36,-71.16,D14,Brighton
508,ADAMSON ST,42.36,-71.14,D14,Brighton
509,CASTLE ROCK ST,42.31,-71.05,C11,Dorchester
510,MELVIN AVE,42.34,-71.14,D14,Brighton
511,BOSTON ST,42.33,-71.06,C6,South Boston
512,AMERICAN LEGION HWY,42.28,-71.11,E18,Hyde Park
513,WASHINGTON ST,42.31,-71.1,E13,Jamaica Plain
514,BOYLSTON ST,42.35,-71.07,A1,Downtown?
515,NORWELL ST,42.3,-71.08,B3,Mattapan
516,WASHINGTON ST,42.35,-71.06,A1,Downtown?
517,SEATTLE ST,42.36,-71.12,D14,Brighton
518,STELLMAN RD,42.29,-71.12,E5,West Roxbury
519,CHARLES ST,42.36,-71.07,A1,Downtown?
520,GERARD ST,42.33,-71.07,B2,Roxbury
521,E SEVENTH ST,42.33,-71.03,C6,South Boston
522,E FIRST ST,42.34,-71.03,C6,South Boston
523,ARMANDINE ST,42.28,-71.07,B3,Mattapan
524,CLAREMONT PARK,42.34,-71.08,D4,South End
525,RUTLAND SQ,42.34,-71.08,D4,South End
526,POLK ST,42.38,-71.06,A15,Charlestown
527,WARREN ST,42.32,-71.08,B2,Roxbury
528,BUSINESS ST,42.25,-71.13,E18,Hyde Park
529,MELNEA CASS BLVD,42.33,-71.08,B2,Roxbury
530,FAIRMOUNT ST,42.28,-71.07,B3,Mattapan
531,C ST,42.34,-71.05,C6,South Boston
532,W FOURTH ST,42.34,-71.05,C6,South Boston
533,TREMONT ST,42.33,-71.1,B2,Roxbury
534,SILVER ST,42.34,-71.05,C6,South Boston
535,STATE ST,42.36,-71.05,A1,Downtown?
536,CAMBRIDGE ST,42.36,-71.07,A1,Downtown?
537,ALLSTON ST,42.35,-71.14,D14,Brighton
538,WASHINGTON ST,42.33,-71.08,B2,Roxbury
539,WASHINGTON ST,42.27,-71.15,E5,West Roxbury
540,ROMSEY ST,42.32,-71.06,C11,Dorchester
541,BOYLSTON ST,42.32,-71.1,E13,Jamaica Plain
542,LONG AVE,42.35,-71.14,D14,Brighton
543,ADAMS ST,42.29,-71.06,C11,Dorchester
544,GREENWOOD AVE,42.27,-71.12,E18,Hyde Park
545,ERIE ST,42.3,-71.08,B3,Mattapan
546,BLOOMFIELD ST,42.3,-71.07,C11,Dorchester
547,FANEUIL ST,42.35,-71.17,D14,Brighton
548,GLENVILLE AVE,42.35,-71.13,D14,Brighton
549,WHITFIELD ST,42.29,-71.07,B3,Mattapan
550,MONTCALM AVE,42.35,-71.15,D14,Brighton
551,PRICE RD,42.35,-71.14,D14,Brighton
552,AMERICAN LEGION HWY,42.3,-71.09,B3,Mattapan
553,P ST,42.34,-71.03,C6,South Boston
554,BEACON ST,42.33,-71.17,D14,Brighton
555,SAINT STEPHEN ST,42.34,-71.09,D4,South End
556,COLUMBUS AVE,42.34,-71.08,D4,South End
557,POND ST,42.32,-71.06,C11,Dorchester
558,OLD HARBOR ST,42.33,-71.05,C6,South Boston
559,FAULKNER ST,42.3,-71.06,C11,Dorchester
560,NORFOLK AVE,42.33,-71.07,B2,Roxbury
561,S RUSSELL ST,42.36,-71.07,A1,Downtown?
562,CENTRE ST,42.29,-71.07,C11,Dorchester
563,WASHINGTON ST,42.28,-71.07,C11,Dorchester
564,STOCKTON ST,42.28,-71.07,B3,Mattapan
565,VINSON ST,42.3,-71.06,C11,Dorchester
566,HYDE PARK AVE,42.26,-71.12,E18,Hyde Park
567,COMMONWEALTH AVE,42.35,-71.13,D14,Brighton
568,WOODWARD AVE,42.33,-71.07,B2,Roxbury
569,CLIFTON ST,42.32,-71.07,B2,Roxbury
570,STOUGHTON ST,42.32,-71.06,C11,Dorchester
571,MCKINLEY SQ,42.36,-71.05,A1,Downtown?
572,CRESTWOOD PARK,42.32,-71.09,B2,Roxbury
573,SHAWMUT AVE,42.34,-71.07,D4,South End
574,VERRILL ST,42.28,-71.09,B3,Mattapan
575,NIGHTINGALE ST,42.29,-71.09,B3,Mattapan
576,PARK ST,42.36,-71.06,A1,Downtown?
577,WESTLAND AVE,42.34,-71.09,D4,South End
578,WASHINGTON ST,42.35,-71.06,A1,Downtown?
579,BELGRADE AVE,42.29,-71.14,E5,West Roxbury
580,,42.36,-71.06,,
581,MARTIN LUTHER KING JR BLV,42.32,-71.08,B2,Roxbury
582,BRIGHTON AVE,42.35,-71.13,D14,Brighton
583,COMMONWEALTH AVE,42.35,-71.11,D14,Brighton
584,GENEVA AVE,42.3,-71.07,C11,Dorchester
585,COFFEY ST,42.29,-71.05,C11,Dorchester
586,HALLET ST,42.29,-71.05,C11,Dorchester
587,STUART ST,42.35,-71.07,A1,Downtown?
588,S HUNTINGTON AVE,42.33,-71.11,E13,Jamaica Plain
589,TURQUOISE WAY,42.33,-71.1,B2,Roxbury
590,LAKE ST,42.35,-71.16,D14,Brighton
591,,42.32,-71.1,,
592,WOLCOTT ST,42.3,-71.08,B3,Mattapan
593,PARKER HILL AVE,42.33,-71.11,B2,Roxbury
594,GLOVER PL,42.31,-71.06,C11,Dorchester
595,PRINCETON ST,42.38,-71.04,A7,East Boston
596,SCHOOL ST,42.36,-71.06,A1,Downtown?
597,COLUMBUS AVE,42.34,-71.08,D4,South End
598,ARCADIA ST,42.3,-71.06,C11,Dorchester
599,COREY ST,42.38,-71.06,A15,Charlestown
600,FORDHAM RD,42.35,-71.13,D14,Brighton
601,LANSDOWNE ST,42.35,-71.1,D4,South End
602,FANEUIL HALL MARKETPLACE,42.36,-71.05,,
603,FENNO ST,42.32,-71.08,B2,Roxbury
604,GEORGIA ST,42.31,-71.09,B2,Roxbury
605,HAVRE ST,42.38,-71.03,A7,East Boston
606,SUMNER ST,42.37,-71.04,A7,East Boston
607,W NINTH ST,42.33,-71.05,C6,South Boston
608,PEACEVALE RD,42.29,-71.08,B3,Mattapan
609,CENTRE ST,42.29,-71.15,E5,West Roxbury
610,CENTRE ST,42.3,-71.13,E13,Jamaica Plain
611,BENTHAM RD,42.3,-71.06,C11,Dorchester
612,WASHINGTON ST,42.35,-71.15,D14,Brighton
613,GROVE ST,42.26,-71.16,E5,West Roxbury
614,S CHARLAME CT,42.32,-71.09,B2,Roxbury
615,KELTON ST,42.35,-71.14,D14,Brighton
616,,42.37,-71.06,,
617,WESTOVER ST,42.29,-71.16,E5,West Roxbury
618,WASHINGTON ST,42.3,-71.12,E13,Jamaica Plain
619,W NEWTON ST,42.34,-71.08,D4,South End
620,FIDELIS WAY,42.35,-71.14,D14,Brighton
621,RIVER ST,42.27,-71.08,B3,Mattapan
622,BOWKER ST,42.36,-71.06,A1,Downtown?
623,CODMAN HILL AVE,42.28,-71.07,B3,Mattapan
624,HARRISON AVE,42.34,-71.07,D4,South End
625,CUMMINS HWY,42.27,-71.1,B3,Mattapan
626,NORFOLK ST,42.28,-71.09,B3,Mattapan
627,LAGRANGE ST,42.3,-71.17,E5,West Roxbury
628,DALE ST,42.32,-71.08,B2,Roxbury
629,DORCHESTER AVE,42.29,-71.06,C11,Dorchester
630,BOSTON ST,42.32,-71.06,C6,South Boston
631,BOYLSTON ST,42.35,-71.08,D4,South End
632,ASHMONT ST,42.29,-71.06,C11,Dorchester
633,ASHMONT ST,42.29,-71.05,C11,Dorchester
634,BRIGHTON AVE,42.35,-71.14,D14,Brighton
635,OLD MORTON ST,42.27,-71.07,B3,Mattapan
636,,42.35,-71.14,,
637,HUMBOLDT AVE,42.31,-71.09,B2,Roxbury
638,STARR KING CT,42.38,-71.06,A15,Charlestown
639,TOPLIFF ST,42.3,-71.07,C11,Dorchester
640,HASTINGS ST,42.29,-71.16,E5,West Roxbury
641,CHURCH ST,42.31,-71.06,C11,Dorchester
642,DARTMOUTH ST,42.35,-71.08,D4,South End
643,ENDICOTT ST,42.37,-71.06,A1,Downtown?
644,NORFOLK AVE,42.33,-71.07,B2,Roxbury
645,BELLFLOWER ST,42.32,-71.06,C6,South Boston
646,GLENHAVEN RD,42.27,-71.16,E5,West Roxbury
647,S HUNTINGTON AVE,42.33,-71.11,E13,Jamaica Plain
648,BAYSWATER ST,42.38,-71,A7,East Boston
649,BENNINGTON ST,42.38,-71.03,A7,East Boston
650,TREMONT ST,42.35,-71.17,D14,Brighton
651,WINSHIP ST,42.35,-71.15,D14,Brighton
652,ARROW ST,42.37,-71.06,A15,Charlestown
653,L ST,42.33,-71.04,C6,South Boston
654,DURNELL AVE,42.28,-71.13,E5,West Roxbury
655,E FIFTH ST,42.33,-71.04,C6,South Boston
656,GORDON AVE,42.26,-71.13,E18,Hyde Park
657,RICHFIELD ST,42.31,-71.07,C11,Dorchester
658,SUNNYSIDE ST,42.25,-71.13,E18,Hyde Park
659,HOMES AVE,42.3,-71.07,C11,Dorchester
660,BRIGHTON AVE,42.35,-71.13,D14,Brighton
661,SUMMER ST,42.26,-71.13,E18,Hyde Park
662,HALLET ST,42.28,-71.05,C11,Dorchester
663,HYDE PARK AVE,42.26,-71.12,E18,Hyde Park
664,COLUMBUS AVE,42.32,-71.1,E13,Jamaica Plain
665,BLUE HILL AVE,42.3,-71.09,B3,Mattapan
666,WINTHROP ST,42.33,-71.08,B2,Roxbury
667,SLEEPER ST,42.35,-71.05,C6,South Boston
668,PARIS ST,42.37,-71.04,A7,East Boston
669,CAMBRIDGE ST,42.36,-71.06,A1,Downtown?
670,MASON ST,42.35,-71.06,A1,Downtown?
671,ZEIGLER ST,42.33,-71.08,B2,Roxbury
672,CHESTER ST,42.35,-71.13,D14,Brighton
673,OLDFIELDS RD,42.31,-71.08,B2,Roxbury
674,DAY ST,42.33,-71.11,E13,Jamaica Plain
675,WASHINGTON ST,42.35,-71.06,D4,South End
676,MASSACHUSETTS AVE,42.33,-71.07,C6,South Boston
677,PRIESING ST,42.32,-71.1,E13,Jamaica Plain
678,MONADNOCK ST,42.32,-71.07,B2,Roxbury
679,BLUE HILL AVE,42.31,-71.08,B2,Roxbury
680,FAIRBANKS ST,42.35,-71.16,D14,Brighton
681,OSWALD ST,42.33,-71.1,B2,Roxbury
682,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
683,WASHINGTON ST,42.35,-71.15,D14,Brighton
684,ADAMS ST,42.3,-71.06,C11,Dorchester
685,POPLAR ST,42.27,-71.13,E18,Hyde Park
686,AMERICAN LEGION HWY,42.29,-71.11,E18,Hyde Park
687,GROTTO GLEN RD,42.33,-71.11,E13,Jamaica Plain
688,CITY HALL PLZ,42.36,-71.06,A1,Downtown?
689,BOYLSTON ST,42.35,-71.09,D4,South End
690,HUNTINGTON AVE,42.34,-71.09,D4,South End
691,BOYLSTON ST,42.35,-71.08,D4,South End
692,BLUE HILL AVE,42.28,-71.09,B3,Mattapan
693,MAIN ST,42.38,-71.07,A15,Charlestown
694,ORKNEY RD,42.34,-71.15,D14,Brighton
695,METROPOLITAN AVE,42.27,-71.12,E18,Hyde Park
696,COLUMBIA RD,42.32,-71.06,C11,Dorchester
697,SAVIN ST,42.32,-71.08,B2,Roxbury
698,CHESTNUT AVE,42.32,-71.1,E13,Jamaica Plain
699,FRAWLEY ST,42.33,-71.11,B2,Roxbury
700,BLUE HILL AVE,42.31,-71.08,B2,Roxbury
701,THOMAS PARK,42.33,-71.05,C6,South Boston
702,,42.36,-71.06,,
703,GARDNER ST,42.28,-71.17,E5,West Roxbury
704,TALBOT AVE,42.29,-71.07,C11,Dorchester
705,W MILTON ST,42.24,-71.14,E18,Hyde Park
706,BOWDOIN ST,42.31,-71.07,C11,Dorchester
707,TAUNTON AVE,42.27,-71.11,E18,Hyde Park
708,COMMONWEALTH AVE,42.34,-71.15,D14,Brighton
709,MARVIN ST,42.33,-71.08,B2,Roxbury
710,TRUMAN PKWY,42.25,-71.12,E18,Hyde Park
711,FRUIT ST,42.36,-71.07,A1,Downtown?
712,,42.33,-71.11,,
713,DAVISON ST,42.26,-71.12,E18,Hyde Park
714,WASHINGTON ST,42.31,-71.1,E13,Jamaica Plain
715,TENNYSON ST,42.28,-71.15,E5,West Roxbury
716,CAMDEN,-1,-1,,
717,SACHEM ST,42.33,-71.1,B2,Roxbury
718,VESTA RD,42.3,-71.09,B3,Mattapan
719,ORTON-MAROTTA WAY,42.34,-71.05,C6,South Boston
720,COMMONWEALTH AVE,42.35,-71.14,D14,Brighton
721,BAKERSFIELD ST,42.32,-71.06,C11,Dorchester
722,CAMBRIDGE ST,42.38,-71.08,A15,Charlestown
723,WARREN,,,,
724,OLD HARBOR ST,42.33,-71.05,C6,South Boston
725,WASHINGTON ST,42.29,-71.13,E5,West Roxbury
726,SOUTHAMPTON ST,42.33,-71.07,C6,South Boston
727,ROLAND ST,42.38,-71.08,A15,Charlestown
728,GREYMERE RD,42.35,-71.16,D14,Brighton
729,MONSIGNOR DENNIS F O'CALL,42.33,-71.06,C6,South Boston
730,FESSENDEN ST,42.28,-71.09,B3,Mattapan
731,BRADSHAW ST,42.3,-71.08,B3,Mattapan
732,E SPRINGFIELD ST,42.34,-71.08,D4,South End
733,ROSSETER ST,42.3,-71.08,C11,Dorchester
734,METROPOLITAN AVE,42.27,-71.12,E18,Hyde Park
735,COMMONWEALTH AVE,42.35,-71.13,D14,Brighton
736,ARCHDALE RD,42.29,-71.12,E5,West Roxbury
737,BROOKLINE AVE,42.34,-71.11,B2,Roxbury
738,ALLSTON ST,42.29,-71.07,C11,Dorchester
739,GERARD ST,42.33,-71.07,B2,Roxbury
740,TEMPLE ST,42.28,-71.16,E5,West Roxbury
741,BIRCH ST,42.29,-71.13,E5,West Roxbury
742,WHITFIELD ST,42.29,-71.07,B3,Mattapan
743,NEPONSET VALLEY PKWY,42.24,-71.13,E18,Hyde Park
744,HEATH ST,42.33,-71.1,E13,Jamaica Plain
745,SOUTH ST,42.35,-71.06,A1,Downtown?
746,ARCADIA ST,42.32,-71.1,E13,Jamaica Plain
747,FOREST HILLS ST,42.31,-71.1,E13,Jamaica Plain
748,LONG,-1,-1,,
749,MARDEN AVE,42.28,-71.09,B3,Mattapan
750,PREBLE ST,42.33,-71.06,C6,South Boston
751,CENTRE ST,42.31,-71.11,E13,Jamaica Plain
752,UNION ST,42.37,-71.06,A15,Charlestown
753,E BROADWAY,42.34,-71.04,C6,South Boston
754,SHAWMUT AVE,42.33,-71.08,B2,Roxbury
755,SYDNEY ST,42.32,-71.05,C11,Dorchester
756,SORRENTO ST,42.36,-71.12,D14,Brighton
757,K ST,42.34,-71.04,C6,South Boston
758,SCOTTFIELD RD,42.35,-71.14,D14,Brighton
759,HEATH ST,42.33,-71.1,E13,Jamaica Plain
760,WASHINGTON ST,42.29,-71.07,C11,Dorchester
761,ATHERTON ST,42.32,-71.1,E13,Jamaica Plain
762,WILLERS ST,42.26,-71.15,E5,West Roxbury
763,ROBESON ST,42.31,-71.1,E13,Jamaica Plain
764,WYOMING ST,42.32,-71.09,B2,Roxbury
765,BRADLEE CT,42.27,-71.12,E18,Hyde Park
766,,42.36,-71.07,,
767,W CEDAR ST,42.36,-71.07,A1,Downtown?
768,BLUE HILL AVE,42.3,-71.09,B3,Mattapan
769,,42.3,-71.09,,
770,EUTAW ST,42.38,-71.04,A7,East Boston
771,DORCHESTER AVE,42.3,-71.06,C11,Dorchester
772,FENWICK PL,42.32,-71.09,B2,Roxbury
773,CONGRESS ST,42.35,-71.05,C6,South Boston
774,DORCHESTER AVE,42.28,-71.07,C11,Dorchester
775,GATES ST,42.33,-71.05,C6,South Boston
776,AMES ST,42.29,-71.09,B3,Mattapan
777,,42.33,-71.08,,
778,KELTON ST,42.35,-71.14,D14,Brighton
779,CHARLES ST,42.36,-71.07,A1,Downtown?
780,HAVELOCK ST,42.29,-71.09,B3,Mattapan
781,KIMBALL ST,42.3,-71.06,C11,Dorchester
782,BEACH ST,42.3,-71.06,C11,Dorchester
783,EVANS ST,42.28,-71.08,B3,Mattapan
784,DELLE AVE,42.33,-71.1,B2,Roxbury
785,WALBRIDGE ST,42.35,-71.14,D14,Brighton
786,SEAVER ST,42.31,-71.09,B2,Roxbury
787,BOWDOIN ST,42.31,-71.06,C11,Dorchester
788,E ST,42.34,-71.05,C6,South Boston
789,DRAPER ST,42.3,-71.06,C11,Dorchester
790,COLUMBUS AVE,42.35,-71.07,D4,South End
791,MURDOCK ST,42.35,-71.15,D14,Brighton
792,ADAMS ST,42.31,-71.06,C11,Dorchester
793,VINE ST,42.38,-71.06,A15,Charlestown
794,PILGRIM RD,42.34,-71.11,B2,Roxbury
795,BOSTON ST,42.33,-71.06,C6,South Boston
796,BUNKER HILL ST,42.38,-71.06,A15,Charlestown
797,COLUMBUS AVE,42.34,-71.09,D4,South End
798,DIMOCK ST,42.32,-71.1,B2,Roxbury
799,HOUGHTON ST,42.3,-71.05,C11,Dorchester
800,CLAYTON ST,42.3,-71.06,C11,Dorchester
801,MESHAKA ST,42.26,-71.16,E5,West Roxbury
802,WEST ST,42.35,-71.06,A1,Downtown?
803,ARCADIA ST,42.32,-71.1,E13,Jamaica Plain
804,STOUGHTON,-1,-1,,
805,LAMARTINE ST,42.31,-71.11,E13,Jamaica Plain
806,WARREN ST,42.33,-71.08,B2,Roxbury
807,SAINT ALPHONSUS ST,42.33,-71.1,B2,Roxbury
808,WASHINGTON ST,42.31,-71.1,E13,Jamaica Plain
809,WAVERLY ST,42.36,-71.14,D14,Brighton
810,CHESTNUT ST,42.36,-71.07,A1,Downtown?
811,SUMMER ST,42.35,-71.05,C6,South Boston
812,ADAMS ST,42.29,-71.06,C11,Dorchester
813,WASHINGTON ST,42.28,-71.07,C11,Dorchester
814,TREMONT ST,42.36,-71.06,A1,Downtown?
815,COURTLAND RD,42.29,-71.09,B3,Mattapan
816,COMMONWEALTH AVE,42.35,-71.09,D4,South End
817,ATLANTIC AVE,42.35,-71.06,A1,Downtown?
818,HANOVER ST,42.36,-71.05,A1,Downtown?
819,CORONA ST,42.3,-71.07,C11,Dorchester
820,HANOVER ST,42.36,-71.05,A1,Downtown?
821,JOY ST,42.36,-71.07,A1,Downtown?
822,FALKLAND ST,42.35,-71.16,D14,Brighton
823,SAVIN HILL AVE,42.31,-71.05,C11,Dorchester
824,AUCKLAND ST,42.31,-71.06,C11,Dorchester
825,MESSINGER ST,42.27,-71.1,B3,Mattapan
826,ANITA TER,42.33,-71.09,B2,Roxbury
827,TERMINAL ST,42.34,-71.04,C6,South Boston
828,PARK VALE AVE,42.35,-71.13,D14,Brighton
829,MCLELLAN ST,42.3,-71.09,B3,Mattapan
830,BROOKVALE ST,42.28,-71.06,C11,Dorchester
831,THATCHER ST,42.27,-71.12,E18,Hyde Park
832,ARCH ST,42.35,-71.06,A1,Downtown?
833,HYDE PARK AVE,42.3,-71.12,E13,Jamaica Plain
834,ALLSTON ST,42.29,-71.07,C11,Dorchester
835,BERKELEY ST,42.35,-71.07,D4,South End
836,PORTSMOUTH ST,42.36,-71.14,D14,Brighton
837,CONGRESS ST,42.35,-71.04,C6,South Boston
838,STOUGHTON ST,42.32,-71.06,C11,Dorchester
839,MCGREEVEY WAY,42.33,-71.1,B2,Roxbury
840,MINOT ST,42.28,-71.05,C11,Dorchester
841,NELSON ST,42.28,-71.08,B3,Mattapan
842,MORA ST,42.28,-71.07,B3,Mattapan
843,MONTROSE ST,42.32,-71.08,B2,Roxbury
844,BLUE HILL AVE,42.28,-71.09,B3,Mattapan
845,ELDRIDGE RD,42.29,-71.12,E13,Jamaica Plain
846,ATHERTON ST,42.32,-71.1,E13,Jamaica Plain
847,WILDWOOD ST,42.28,-71.09,B3,Mattapan
848,CHARLES ST,42.35,-71.07,A1,Downtown?
849,WASHINGTON ST,42.32,-71.1,E13,Jamaica Plain
850,ARLINGTON ST,42.35,-71.16,D14,Brighton
851,DUSTIN ST,42.35,-71.14,D14,Brighton
852,MEYER ST,42.29,-71.11,E13,Jamaica Plain
853,SUMMIT AVE,42.35,-71.14,D14,Brighton
854,MORTON ST,42.28,-71.08,B3,Mattapan
855,ALMONT ST,42.28,-71.1,B3,Mattapan
856,KILMARNOCK ST,42.34,-71.1,D4,South End
857,CHARLES ST,42.3,-71.06,C11,Dorchester
858,KILMARNOCK ST,,,D4,South End
859,,42.35,-71.09,D4,South End
860,CUMMINS HWY,42.27,-71.09,B3,Mattapan
861,CONGRESS ST,42.36,-71.06,A1,Downtown?
862,ADAMS ST,42.31,-71.06,C11,Dorchester
863,NEWBURY ST,42.35,-71.07,D4,South End
864,MILLS ST,42.32,-71.08,B2,Roxbury
865,CONGREVE ST,42.29,-71.14,E5,West Roxbury
866,MASSACHUSETTS AVE,42.33,-71.07,C6,South Boston
867,COTTAGE ST,42.37,-71.03,A7,East Boston
868,BLUE HILL AVE,,,B2,Roxbury
869,HARRISON AVE,,,D4,South End
870,REGINA RD,42.3,-71.07,C11,Dorchester
871,COLUMBIA RD,42.31,-71.07,C11,Dorchester
872,ARMANDINE ST,42.28,-71.07,C11,Dorchester
873,DURNELL AVE,42.28,-71.13,E5,West Roxbury
874,ADAMS ST,42.3,-71.06,C11,Dorchester
875,SUMMER ST,42.35,-71.06,A1,Downtown?
876,CENTRE ST,42.29,-71.07,C11,Dorchester
877,COMMONWEALTH AVE,42.34,-71.15,D14,Brighton
878,CONCORD SQ,42.34,-71.08,D4,South End
879,SUMMER ST,42.26,-71.12,E18,Hyde Park
880,GARDNER ST,42.35,-71.13,D14,Brighton
881,HALLRON ST,42.27,-71.13,E18,Hyde Park
882,BLUE HILL AVE,42.27,-71.09,B3,Mattapan
883,BICKNELL ST,42.3,-71.08,B3,Mattapan
884,SARATOGA ST,42.38,-71.02,A7,East Boston
885,COREY RD,42.34,-71.14,D14,Brighton
886,SAINT CASIMIR ST,42.34,-71.05,C6,South Boston
887,N HARVARD ST,42.36,-71.13,D14,Brighton
888,GREENWOOD ST,42.3,-71.08,B3,Mattapan
889,ALLSTATE RD,42.33,-71.06,C6,South Boston
890,BUNKER HILL ST,42.38,-71.06,A15,Charlestown
891,METROPOLITAN AVE,42.25,-71.11,E18,Hyde Park
892,W EIGHTH ST,42.33,-71.05,C6,South Boston
893,BLUE HILL AVE,42.3,-71.08,B2,Roxbury
894,BULFINCH PL,42.36,-71.06,A1,Downtown?
895,WOODROW AVE,42.29,-71.08,B3,Mattapan
896,HARRISON AVE,42.34,-71.08,D4,South End
897,RAYNOR CIR,42.33,-71.09,B2,Roxbury
898,BOYLSTON ST,42.31,-71.1,E13,Jamaica Plain
899,REVERE ST,42.36,-71.07,A1,Downtown?
900,HARRISON AVE,42.33,-71.08,B2,Roxbury
901,HARLEM ST,42.3,-71.08,B3,Mattapan
902,OAK SQ,,,D14,Brighton
903,GENEVA AVE,42.3,-71.07,C11,Dorchester
904,BELGRADE AVE,42.29,-71.13,E5,West Roxbury
905,DORCHESTER AVE,42.31,-71.06,C11,Dorchester
906,ALBANY ST,42.34,-71.06,D4,South End
907,CAMBRIDGE ST,42.35,-71.15,D14,Brighton
908,MASSACHUSETTS AVE,42.33,-71.07,B2,Roxbury
909,BLUE HILL AVE,42.32,-71.08,B2,Roxbury
910,CLARENDON ST,,,D4,South End
911,MATHER ST,42.29,-71.07,C11,Dorchester
912,MASSACHUSETTS AVE,42.34,-71.08,D4,South End
913,BRINSLEY ST,42.3,-71.08,C11,Dorchester
914,DORCHESTER AVE,42.28,-71.06,C11,Dorchester
915,W CONCORD ST,42.34,-71.08,D4,South End
916,E SECOND ST,42.34,-71.03,C6,South Boston
917,BROOKLINE AVE,,,B2,Roxbury
918,WHITTEN ST,42.29,-71.06,C11,Dorchester
919,CENTRE ST,,,C11,Dorchester
920,CENTER PLZ,42.36,-71.06,A1,Downtown?
921,COMMONWEALTH AVE,42.34,-71.15,D14,Brighton
922,BLUE HILL AVE,42.3,-71.09,B3,Mattapan
923,BLOSSOM ST,42.36,-71.07,A1,Downtown?
924,BICKFORD ST,,,E13,Jamaica Plain
925,CENTRE ST,42.32,-71.1,E13,Jamaica Plain
926,ALCOTT ST,42.36,-71.13,D14,Brighton
927,HUMBOLDT AVE,42.32,-71.09,B2,Roxbury
928,WOOD AVE,42.27,-71.11,E18,Hyde Park
929,NORWAY ST,42.35,-71.09,D4,South End
930,BRACKETT ST,42.35,-71.17,D14,Brighton
931,LESTON ST,42.28,-71.09,B3,Mattapan
932,RIVER ST,42.27,-71.09,B3,Mattapan
933,FABYAN ST,42.29,-71.09,B3,Mattapan
934,AMORY ST,42.32,-71.1,E13,Jamaica Plain
935,RIVERVIEW RD,42.36,-71.16,D14,Brighton
936,PRINCE ST,42.37,-71.06,A1,Downtown?
937,AMHERST ST,42.29,-71.13,E5,West Roxbury
938,HOMESTEAD ST,42.31,-71.09,B2,Roxbury
939,CENTRE ST,42.29,-71.07,C11,Dorchester
940,E ST,42.34,-71.05,C6,South Boston
941,WISE ST,42.32,-71.1,E13,Jamaica Plain
942,W BROADWAY,42.34,-71.05,C6,South Boston
943,CLARENDON ST,42.35,-71.07,D4,South End
944,,42.25,-71.12,,
945,BLUE HILL AVE,42.27,-71.09,B3,Mattapan
946,STANDARD ST,42.28,-71.08,B3,Mattapan
947,WARREN ST,42.32,-71.08,B2,Roxbury
948,OAKCREST RD,42.26,-71.1,E18,Hyde Park
949,VILLAGE CT,42.35,-71.07,D4,South End
950,E CANTON ST,42.34,-71.07,D4,South End
951,MORTON ST,,,B3,Mattapan
952,COMMONWEALTH AVE,42.35,-71.13,D14,Brighton
953,AMORY ST,42.31,-71.11,E13,Jamaica Plain
954,BARNA RD,42.28,-71.07,C11,Dorchester
955,LINCOLN ST,42.35,-71.06,A1,Downtown?
956,LIBERTY SQ,,,A1,Downtown?
957,SEAPORT BLVD,42.35,-71.05,C6,South Boston
958,PAUL SULLIVAN WAY,42.34,-71.06,D4,South End
959,ASHLEY ST,42.39,-71.01,A7,East Boston
960,P ST,42.34,-71.03,C6,South Boston
961,AMERICAN LEGION HWY,42.28,-71.12,E18,Hyde Park
962,CENTRE ST,42.28,-71.16,E5,West Roxbury
963,HALE ST,42.26,-71.13,E18,Hyde Park
964,CHESTNUT ST,42.36,-71.07,A1,Downtown?
965,COMMONWEALTH AVE,42.35,-71.13,D14,Brighton
966,DORCHESTER AVE,42.33,-71.06,C6,South Boston
967,MILK ST,42.36,-71.05,A1,Downtown?
968,LITHGOW ST,42.29,-71.07,C11,Dorchester
969,CLIFFORD ST,42.24,-71.13,E18,Hyde Park
970,ARBOROUGH RD,42.29,-71.13,E5,West Roxbury
971,N BENNET CT,42.37,-71.05,A1,Downtown?
972,SEYMOUR ST,42.28,-71.12,E5,West Roxbury
973,BOWDOIN ST,42.3,-71.07,C11,Dorchester
974,BLUE HILL AVE,42.28,-71.09,B3,Mattapan
975,W BROADWAY,42.34,-71.05,C6,South Boston
976,DORCHESTER AVE,42.3,-71.06,C11,Dorchester
977,E NEWTON ST,42.34,-71.07,D4,South End
978,N BEACON ST,42.36,-71.15,D14,Brighton
979,DUDLEY ST,42.33,-71.08,B2,Roxbury
980,COLUMBIA RD,42.32,-71.06,B2,Roxbury
981,WESTLAND AVE,42.34,-71.09,D4,South End
982,BOYNTON ST,42.31,-71.11,E13,Jamaica Plain
983,HACKENSACK RD,42.3,-71.14,E5,West Roxbury
